source	category	name	rarity	mechanic
cryptid	stake	Diamond Stake		Must beat Ante 10 to win the run
cryptid	stake	Amber Stake		-1 Booster Pack slot
cryptid	stake	Bronze Stake		Vouchers are 50% more expensive
cryptid	stake	Quartz Stake		30% chance for cards to have a Pinned sticker, keeping Jokers stuck at the leftmost position
cryptid	stake	Ruby Stake		30% chance for Big Blinds to become a Boss Blind (still skippable)
cryptid	stake	Glass Stake		1 in 30 cards shatter when scored
cryptid	stake	Sapphire Stake		Lose 25% of current money (up to $10) at end of Ante
cryptid	stake	Emerald Stake		30% chance for cards, packs, and vouchers in shop/booster packs to be face down until purchased
cryptid	stake	Platinum Stake		Small Blinds are removed, leaving only 2 Blinds per Ante
cryptid	stake	Twilight Stake		30% chance for cards to have a Banana sticker (1 in 10 chance of being destroyed each round)
cryptid	stake	Verdant Stake		Required score scales faster for each Ante
cryptid	stake	Ember Stake		All items give no money when sold
cryptid	stake	Dawn Stake		Tarots and Spectrals target 1 fewer card (minimum of 1)
cryptid	stake	Horizon Stake		When Blind is selected, adds a random card to the deck
cryptid	stake	Blossom Stake		Final Boss Blinds can appear in any Ante
cryptid	stake	Azure Stake		Values on Jokers are reduced by 20%
cryptid	stake	Ascendant Stake		-1 Shop Slot
cryptid	boss_blind	The Clock		+0.1X blind requirement every 12 seconds spent this ante, multiplied by game speed
cryptid	boss_blind	The Greed		+0.25X base blind requirement per $5 held when selected
cryptid	boss_blind	The Striker		All Rare Jokers are debuffed
cryptid	boss_blind	The Tax		Score per hand capped at 0.4X blind requirement
cryptid	boss_blind	The Box		All Common Jokers are debuffed
cryptid	boss_blind	The Trick		After each hand, flips all face-up cards held in hand
cryptid	boss_blind	The Joke		If score exceeds 2X requirement, sets ante to a multiple of the final ante
cryptid	boss_blind	The Windmill		All Uncommon Jokers are debuffed
cryptid	boss_blind	The Pin		Jokers with Epic or higher rarity are debuffed
cryptid	boss_blind	The Shackle		All Negative Jokers are debuffed
cryptid	boss_blind	The Hammer		All cards with odd rank are debuffed
cryptid	boss_blind	The Magic		All cards with even rank are debuffed
cryptid	boss_blind	The Scorch		Must play 5 cards; destroys played and discarded cards
cryptid	boss_blind	The Decision		Fastens Jokers on play or discard; opens a Baneful Buffoon pack after the round
cryptid	boss_blind	The Repulsor		Retriggers the rightmost and leftmost Jokers; all other Jokers do not trigger
cryptid	boss_blind	The Chromatic		x-1 Mult on every odd-numbered hand
cryptid	boss_blind	The Landlord		Applies Rental to a random Joker when a hand is played
cryptid	boss_blind	Nostalgic Ox		All hands start with 0 Chips
cryptid	boss_blind	Nostalgic House		No Full Houses allowed
cryptid	boss_blind	Nostalgic Arm		Must play 4 or fewer cards
cryptid	boss_blind	Nostalgic Fish		All hands start with 1 Mult
cryptid	boss_blind	Nostalgic Manacle		Divides Mult by number of discards used
cryptid	boss_blind	Nostalgic Serpent		Divides Mult by the level of the played poker hand
cryptid	boss_blind	Nostalgic Pillar		No Straights allowed
cryptid	boss_blind	Nostalgic Flint		No Flushes allowed
cryptid	boss_blind	Nostalgic Mark		No hands containing a Pair allowed
cryptid	boss_blind	Vermillion Virus		One random Joker is replaced every hand
cryptid	boss_blind	Sapphire Stamp		Select an extra card, then deselect a random card before scoring; selecting only 1 card permanently unlocks the None hand
cryptid	boss_blind	Obsidian Orb		Applies the abilities of all previously defeated bosses
cryptid	boss_blind	Lavender Loop		1.25X blind requirement every 1.5 seconds spent this round
cryptid	boss_blind	Lemon Trophy		Mult cannot exceed Chips
cryptid	boss_blind	Turquoise Tornado		2 in 3 chance for a played hand to not score
cryptid	tag	Epic Tag		Shop has a half-price Epic Joker
cryptid	tag	Glitched Tag		Next base-edition shop Joker is free and becomes Glitched
cryptid	tag	Mosaic Tag		Next base-edition shop Joker is free and becomes Mosaic
cryptid	tag	Oversaturated Tag		Next base-edition shop Joker is free and becomes Oversaturated
cryptid	tag	Fragile Tag		Next base-edition shop Joker is free and becomes Fragile
cryptid	tag	Golden Tag		Next base-edition shop Joker is free and becomes Golden
cryptid	tag	Blurred Tag		Next base-edition shop Joker is free and becomes Blurred
cryptid	tag	Astral Tag		Next base-edition shop Joker is free and becomes Astral
cryptid	tag	Jolly Tag		Next base-edition shop Joker is free and becomes Jolly
cryptid	tag	Double M Tag		Shop has a Jolly M Joker
cryptid	tag	Cat Tag		Grants a leveled Cat Tag; two Cat Tags of the same level merge into one of the next level when clicked
cryptid	tag	Gambler's Tag		1 in 4 chance to create an Empowered Tag
cryptid	tag	Golden Voucher Tag		Adds one Tier 3 Voucher to the next shop
cryptid	tag	Memory Tag		Creates 2 copies of the last non-copying Tag used this run
cryptid	tag	Better Top-up Tag		Creates up to 2 Uncommon Jokers (must have room)
cryptid	tag	Bundle Tag		Creates a Standard Tag, a Charm Tag, a Buffoon Tag, and a Meteor Tag
cryptid	tag	Gourmand Tag		Shop has a free Food Joker
cryptid	tag	Empowered Tag		Gives a free Spectral Pack containing The Soul and Gateway
cryptid	tag	Rework Tag		Shop has a Joker with the edition of whatever Joker ://REWORK destroyed
cryptid	tag	Triple Tag		Gives 2 copies of the next selected non-copying Tag
cryptid	tag	Quadruple Tag		Gives 3 copies of the next selected non-copying Tag
cryptid	tag	Quintuple Tag		Gives 4 copies of the next selected non-copying Tag
cryptid	tag	Scope Tag		+2 hands and discards next round
cryptid	tag	Schematic Tag		Shop has a Brainstorm
cryptid	tag	Loss		Gives a free Meme Pack
cryptid	tag	Banana Tag		Creates Gros Michel (or Cavendish if extinct this run), must have room
cryptid	tag	Booster Tag		Next Booster Pack has double cards and double choices; decrements a shared counter on use
cryptid	tag	Console Tag		Gives a free Program Pack
cryptid	tag	Clone Tag		Shop items cost 1.5x as much while held; obtain a copy of the next bought card, then is consumed
cryptid	tag	Palette Cleanser Tag		Removes a random sticker from a random Joker or playing card
cryptid	tag	Lens Tag		Applies Negative to 2 random consumables
pokermon	challenge	Nuzlocke		Jokers no longer appear in shop, all Jokers are Eternal, 1 Joker slot (+1 per Boss Blind defeated up to 5), first shop of each Ante has a Buffoon Pack
pokermon	challenge	Good As Gold		6 hand size, starts with $6; deck is a standard 52-card deck where all cards are Gold; starts with Eternal Gholdengo
pokermon	challenge	Parenthood		Jokers no longer appear in shop, earn no Interest at end of round, 2 Joker Slots; starts with 2x Mystery Egg
pokermon	challenge	Little Cup		Small and Big Blinds give no reward money, 3 Joker Slots; starts with Negative Eternal Everstone
pokermon	challenge	Hammertime		2 hands and 1 discard per round; deck is only ranks 2,3,4,5,A (20 cards), Ace of Spades is Steel; starts with Eternal Tinkaton
pokermon	challenge	Lonesome		Jokers no longer appear in shop, 1 Joker Slot, 10 Consumable Slots; starts with Eternal Cubone
pokermon	challenge	Randomizer		Pokemon Jokers evolve into random Pokemon Jokers
pokermon	challenge	Delibird Dilemma		All Blinds give no reward money, extra hands earn no money, no Interest at end of round; starts with Eternal Delibird
pokermon	challenge	Safety First		Jokers and Energy cards no longer appear in shop, 3 Joker Slots; starts with Eternal Mudkip, Roggenrola, and Bronzor
pokermon	challenge	Mystery Dungeon		Starts with an Eternal Joker and applies a random Pokermon Deck effect; resets daily at 04:00 PM PST
