source	name	rarity	groups	mechanic	status
CARD_CATALOG	Milk Can	Uncommon	skill;Escape Artist;protection;deck-manip	Cue: place one board card inside the can, safe and out of play; cue again on a later turn to retrieve it to the Entrance.	
CARD_CATALOG	The Escape Map	Uncommon	skill;Escape Artist;info;discard;meta	When discarded, reveals part of the world map's fog of war.	
CARD_CATALOG	The Mime	Uncommon	skill;Escape Artist;protection	Attaches to a stack and absorbs the first hostile event targeting any card in that stack.	
CARD_CATALOG	The Invisible Wall	Uncommon	skill;Escape Artist;protection;movement	Cue: block one empty column so no card may enter or leave it for one turn, hazards included.	
CARD_CATALOG	The Double	Uncommon	skill;Escape Artist;protection	Assign a 'star' card at show start; the first destruction or debuff aimed at the star hits this card instead.	
CARD_CATALOG	Brodie's Leap	Uncommon	skill;Escape Artist;gamble;economy;secret	Banks fame each show for a stunt that never happened; if ever exposed by an inspection effect, loses double everything banked.	
CARD_CATALOG	Edith's Bayonet	Rare	skill;Escape Artist;destruction;growth	Cue: permanently destroy one Knives-suit card and add its rank to this card's own, forever.	
CARD_CATALOG	The Fire Breather	Rare	skill;Escape Artist;status;prop	Cue: apply Burning to every card in this card's entire row; this card becomes Exhausted.	
CARD_CATALOG	The Regurgitator	Rare	skill;Escape Artist;deck-manip;movement	Cue: swallow up to 3 board cards, then produce them later to the Entrance in any chosen order.	
CARD_CATALOG	The Hunger Artist	Rare	skill;Escape Artist;persistence;gamble	Gains bonus points for every consecutive show it stays in the deck unplayed; when finally played and scored, pays it all at once and resets to zero.	
CARD_CATALOG	The Water Torture Cell	Rare	skill;Escape Artist;gamble;formation	Arrives locked under 3 conditions (covered, column unscored, not moved); one unlocks per turn in order, and a full escape pays a large bonus.	
CARD_CATALOG	Buried Alive	Rare	skill;Escape Artist;gamble;growth	Cue: remove a card from the game for 2 shows; it returns upgraded one rarity, with a seeded chance it does not return at all.	
CARD_CATALOG	The Holdout	Rare	skill;Escape Artist;secret;gamble;deck-manip	Stores one card outside the game across shows; cue once per run to insert it into any stack at any moment, but a town search loses it.	
CARD_CATALOG	The Kneeling Devil	Rare	skill;Escape Artist;status;persistence;gamble	Debuffs its column each show; if kept in the deck for the entire tour, converts at the final city into a Legendary card.	
CARD_CATALOG	Searing Knife	Rare	skill;Escape Artist;gamble;formation;hazard	When scored, its column pays 3x this act but is locked (no placement or grabs) for the next 2 turns.	
CARD_CATALOG	The Capoeirista	Rare	skill;Escape Artist;Dancer;secret	Registered as a Dancer but functions as an Escape Artist; town bans on Escape Artist-type acts still let it perform.	
CARD_CATALOG	The Wall of Death	Rare	skill;Escape Artist;status;formation;gamble	Both adjacent columns score bonus multiplier, but every card in them gains one Exhausted debuff at show end.	
CARD_CATALOG	The Séance Buster	Rare	skill;Escape Artist;info;combo	Cue: reveal all Gaff/Humbug/fake cards on the board, yours and the town's, scoring bonus points per fake exposed.	
CARD_CATALOG	Bottom Deal	Common	skill;Fortune Teller;deck-manip	Cue: this turn, draws come from the bottom of the deck instead of the top.	
CARD_CATALOG	X-Ray Eyes	Uncommon	skill;Fortune Teller;info;spotlight	While this card is covered, reveals all facedown and hidden board cards and the top 3 deck cards.	
CARD_CATALOG	The Tarot Reading	Uncommon	skill;Fortune Teller;deck-manip;info	Cue, once per show: look at the top 5 cards of the draw deck and reorder them freely.	
CARD_CATALOG	The Second Sight	Uncommon	skill;Fortune Teller;info	Pair: while both cards are on the board, the top card of the draw deck is always revealed.	
CARD_CATALOG	Lucky Streak	Uncommon	skill;Fortune Teller;meta;random	Grants +1 reroll per shop visit; after it activates, repeated actions for the rest of the show never repeat identical results.	
CARD_CATALOG	The Mulligan	Uncommon	skill;Fortune Teller;discard;deck-manip	Allows discarding 1 card from the Grand Entrance per turn before it drops; further copies add +1 discard each.	
CARD_CATALOG	Madame Zora's Eye	Rare	skill;Fortune Teller;info	The next card to be drawn is always visible above the deck slot while this card is anywhere in play.	
CARD_CATALOG	The Griot	Rare	skill;Fortune Teller;persistence;economy	Preserves up to 20% of a show's unspent score into the next show's opening total, and re-triggers one chosen effect from last show at the next show's start.	
CARD_CATALOG	Wax and Gold	Rare	skill;Fortune Teller;secret;growth	Has a visible effect (+points when scored in a row meld) and a hidden effect unlocked after the visible one triggers 5 times (then +combo on every meld).	
CARD_CATALOG	The Rider	Rare	skill;Fortune Teller;secret;gamble	Carries one hidden instruction; obeying it all show scores this card double, violating it scores it zero silently.	
CARD_CATALOG	The System	Rare	skill;Fortune Teller;gamble;combo;secret	After each act scores, gains bonus points scaled to the act's combo; any inspection effect halves this bonus permanently.	
CARD_CATALOG	The Spirit Cabinet	Rare	skill;Fortune Teller;spotlight;formation	While this card is fully covered, its whole column's card effects trigger as if spotlit.	
CARD_CATALOG	The Cliffhanger	Rare	skill;Fortune Teller;gamble;economy	Cue at show end: the next town's goal drops 30%, but this card must score in that show or lose double the discount as fame.	
CARD_CATALOG	Drumroll	Common	skill;Special Effects;combo	The last meld scored each act gets bonus multiplier.	
CARD_CATALOG	The Sparkler	Common	skill;Special Effects;combo	When this card scores, banks +10 flat points to its column score.	
CARD_CATALOG	Sliced Bread	Uncommon	skill;Special Effects;formation;combo	On submission, if a same-suit card sits lower in this card's stack, gain a point per card between them.	
CARD_CATALOG	Poker Crown	Uncommon	skill;Special Effects;formation;combo	When scored, this card and the 4 cards directly above it in its column are also evaluated as a poker hand, once.	
CARD_CATALOG	Column Poker	Uncommon	skill;Special Effects;formation;combo	While spotlit, every full 5-card band of this card's column is evaluated as a poker hand at scoring.	
CARD_CATALOG	The Calliope	Uncommon	skill;Special Effects;combo	Gains +1 combo for every different class that scored this act.	
CARD_CATALOG	The Kite	Uncommon	skill;Special Effects;growth;deck-manip	Cue: remove a card from play temporarily; choose the turn it returns, landing with +rank equal to the turns spent aloft, up to a max of 3.	
CARD_CATALOG	The Steelpan	Uncommon	skill;Special Effects;growth;token	Cue, once per show: permanently convert one prop (skill-less) card so it gains this skill: bonus points when its row melds.	
CARD_CATALOG	The Boot Code	Rare	skill;Special Effects;secret;combo	Passes a buff down its row card-to-card without triggering, invisible to effects that count or punish triggers.	
CARD_CATALOG	The Fanchant	Rare	skill;Special Effects;combo	After all scoring resolves, each meld that raised the act's combo pays again at 25%.	
CARD_CATALOG	Avalanche	Rare	skill;Special Effects;economy;combo	After scoring, reduces the show's goal by the number of cards currently on the board.	
CARD_CATALOG	The Ninot	Rare	skill;Special Effects;economy;persistence;event-granted	Cue: bank any amount of the act's score into this card each show; at the final city, burning it pays triple everything invested, or a seeded public vote may pardon it to survive into the next run.	
CARD_CATALOG	The Drone Swarm	Epic	skill;Special Effects;formation;combo	Cue, once per show: re-triggers any formation bonus already scored this run, paying it again without needing the cards.	
CARD_CATALOG	Grand Spec	Epic	skill;Special Effects;formation;combo	If all columns scored a meld this act, doubles the act's combo multiplier.	
CARD_CATALOG	Duende	Legendary	skill;Special Effects;combo;secret	When an act scores 5 or more distinct combo classes and every meld that act raised the combo, this card triggers and triples the act's payout.	
CARD_CATALOG	Peanut Pitch	Common	skill;Concessions;charges	Cue, 3 charges per show: gives bonus points to any one card on the board.	
CARD_CATALOG	Fairy Floss	Common	skill;Concessions;status;formation	When scored, gives +1 rank to all adjacent cards for the rest of the show.	
CARD_CATALOG	Pink Lemonade	Common	skill;Concessions;combo	When a Flames card and a Concessions card score in the same row, gain bonus points and draw 1 card.	
CARD_CATALOG	Popcorn Cascade	Uncommon	skill;Concessions;deck-manip;combo	Whenever a column of 4 or more cards scores, draw 1 card.	
CARD_CATALOG	The Grease Joint	Uncommon	skill;Concessions;deck-manip;discard	At show start, discards the bottom card of the draw deck, then draws 1 card.	
CARD_CATALOG	The Candy Butcher	Uncommon	skill;Concessions;economy;token	Whenever a full 5-card row meld scores, mints one Ticket Stub to the deck.	
CARD_CATALOG	Cheat Day	Uncommon	skill;Concessions;growth;economy	If the show is won with cards still in the draw deck, every remaining card in the deck gains +1 rank permanently.	
CARD_CATALOG	Meal Call	Uncommon	skill;Concessions;status;protection	Cue, once per show: every card on the board removes one debuff or status.	
CARD_CATALOG	The Incubator	Rare	skill;Concessions;status;protection;growth	Each turn a card is covered by this card, it removes one debuff and restores 1 lost rank from that card.	
CARD_CATALOG	The Tailor's Dummy	Common	skill;Costume Designer;collection	This prop card can never hold a skill, but can hold two stamps.	
CARD_CATALOG	The Costume Fitting	Common	skill;Costume Designer;collection	On show start, copies the stamp of one adjacent card for the duration of the show.	
CARD_CATALOG	Hikinuki	Uncommon	skill;Costume Designer;collection;combo	On scoring, swaps this card's stamp with any stamp held in reserve.	
CARD_CATALOG	The Wardrobe Trunk	Uncommon	skill;Costume Designer;collection;economy	Holds one stamp in reserve; cue to permanently apply the reserved stamp to any spotlit card, then the trunk refills at the next shop.	
CARD_CATALOG	Hanafuda Reskin	Rare	skill;Costume Designer;secret;protection	When a town outlaws a suit, all your cards of that suit count as the suit of the adjacent card for that show.	
CARD_CATALOG	The Mask Maker	Rare	skill;Costume Designer;secret;protection	Cue, once per show: apply a Masked status to any card, hiding its identity/rarity from inspections and towns until it scores twice.	
CARD_CATALOG	Gold Card	Common	skill;Producer;economy;token	Money token: full trade value at shops, always sinks to the deck bottom (Heavy), and scores 0 in melds.	
CARD_CATALOG	The Cheap Pop	Common	skill;Producer;economy	When scored, grants a small bonus fame in every town.	
CARD_CATALOG	Common	Common	skill;Producer;economy;meta	While in the deck, doubles the chance of Rare cards appearing in packs/shops.	
CARD_CATALOG	The Hat Line	Uncommon	skill;Producer;economy;combo	At show end, cue to convert the act's unused combo above the payout into Gold tokens instead of losing it.	
CARD_CATALOG	Exchange Voucher	Uncommon	skill;Producer;movement;deck-manip	Usable from anywhere (including the deck): cue to swap this card's position with any card on screen.	
CARD_CATALOG	The Egress	Uncommon	skill;Producer;discard;economy	Cue: send any board card to the discard, gaining 1 Ticket Stub.	
CARD_CATALOG	First of May	Uncommon	skill;Producer;growth;event-granted	A random Common card that permanently upgrades to its Rare version after scoring 10 times across the run.	
CARD_CATALOG	Humbug	Rare	skill;Producer;secret;gamble	While covered, counts as a copy of the most valuable card in its row; when uncovered, is revealed as junk (rank 2, base score only).	
CARD_CATALOG	White Elephant	Rare	skill;Producer;economy;gamble;event-granted	Scores huge points, but each show it stays in the deck it consumes 1 Gold token, or 1 rank from the richest card if none are available.	
CARD_CATALOG	The Advance Campaign	Rare	skill;Producer;economy;gamble	Cue before a show: spend N Gold tokens to multiply that show's fame payout by 1 + N/10.	
CARD_CATALOG	The Sponsorship	Rare	skill;Producer;economy;persistence	Gain 2 Gold tokens every show start, but occupies a stamp slot on the two highest cards and reduces payouts by 10%.	
CARD_CATALOG	The Dubplate	Rare	skill;Producer;collection;event-granted;secret	Event-forged unique card created for this save file, assembled from the two effects scored most this run.	
CARD_CATALOG	Rare	Rare	skill;Producer;economy;meta	While in the deck, doubles the chance of Epic cards appearing in packs/shops.	
CARD_CATALOG	Press Bribery	Epic	skill;Producer;protection;gamble;meta	Once: on failing a city, keep touring as if it were won; if still unspent by the final city, converts to an automatic win there.	
CARD_CATALOG	The Red Wagon	Epic	skill;Producer;economy;combo	While spotlit, all Gold token cards in the deck count as wildcards toward every column run.	
CARD_CATALOG	Epic	Epic	skill;Producer;economy;meta	While in the deck, doubles the chance of Legendary cards appearing in packs/shops.	
CARD_CATALOG	Eye of God	Legendary	skill;god-cycle;info;secret	Reveals all decks (including draw order), the hidden rules deck, and the true identity of every card, including Gaffs, Humbugs, and Riders.	
CARD_CATALOG	Hand of God	Legendary	skill;god-cycle;movement;deck-manip	Cue: move any card to any board location ignoring legality, or reorder the cards inside any deck.	
CARD_CATALOG	Foot of God	Legendary	skill;god-cycle;movement	Cue: this card switches locations with any card on screen (board, Entrance, or decks).	
CARD_CATALOG	The Pawn	Common	skill;freakshow;movement;destruction	If stacked under a card, swaps upward with it on Next (2 slots if bottommost); if placed diagonally upward onto a card, captures it (discards it and takes its place).	
CARD_CATALOG	The Knight	Uncommon	skill;freakshow;movement;destruction	May be placed onto any card 2+1 slots away (an L-shape), discarding and replacing it, ignoring stacking legality.	
CARD_CATALOG	The Bishop	Uncommon	skill;freakshow;movement;destruction	May be placed onto any card along an open diagonal, capturing it; blocked by occupied slots between.	
CARD_CATALOG	The Rook	Rare	skill;freakshow;movement;destruction	May be placed onto any card along its open row or column, capturing it.	
CARD_CATALOG	The Queen	Rare	skill;freakshow;movement;destruction	May be placed onto any card along any open line or diagonal, capturing it.	
CARD_CATALOG	The King	Epic	skill;freakshow;movement;gamble;secret	Moves like a king but only swaps, never captures; automatically steps out of check whenever the player acts; if a chess card captures it, the captor gains a large bonus and +1 rank.	
CARD_CATALOG	The Prompter	Common	skill;meta-effect;spotlight	While spotlit, choose one card anywhere in this card's column; that card's modifiers stay active regardless of covering.	
CARD_CATALOG	The Metronome	Common	skill;meta-effect;charges	All charge-based effects on your cards get +1 maximum charge.	
CARD_CATALOG	The Cue Card	Common	skill;meta-effect;combo;charges	Cue: manually fire one adjacent card's trigger hook exactly as if the game had triggered it, including combo credit and stamps.	
CARD_CATALOG	Extra Point	Common	skill;meta-effect;combo	Gain extra flat points on score (currently +10).	
CARD_CATALOG	Echoing Trigger	Uncommon	skill;meta-effect;combo	All triggers on the board repeat once, per card per scoring pass.	
CARD_CATALOG	The Dragoman	Uncommon	skill;meta-effect;discard;deck-manip	Choose a card: its on-score effects also fire when it is discarded.	
CARD_CATALOG	The Contagion	Uncommon	skill;meta-effect;status;formation	Each Next, every status on this card's neighbors copies one card further outward, with merge-by-class capping the counts.	
CARD_CATALOG	The Alchemist	Uncommon	skill;meta-effect;status	Cue: transmute all statuses of one class on a target card into another class, count preserved.	
CARD_CATALOG	The Net	Uncommon	skill;meta-effect;prop;movement	Once per act: catch a ballistic prop (Ball/Fire) mid-flight and re-aim it at any card in the same column.	
CARD_CATALOG	The Prop Master	Uncommon	skill;meta-effect;prop;combo	Every prop-spawning suit effect produces +1 additional prop per volley.	
CARD_CATALOG	The Exchange Rate	Uncommon	skill;meta-effect;combo;economy	At act end, cue to convert unused combo above 3 into flat points at a fixed rate, or spend points to pre-register +1 combo for the next act.	
CARD_CATALOG	The Stage Manager	Uncommon	skill;meta-effect;rule;info	Cue, once per show: reorder the rules deck, changing which rule answers first for grabs, placement, and scoring disputes.	
CARD_CATALOG	The Critic	Rare	skill;meta-effect;combo;gamble	After each act, the effect that triggered most is silenced for the next act; any effect that triggered exactly once scores a bonus.	
CARD_CATALOG	The Conductor	Rare	skill;meta-effect;combo;deck-manip	All on-Next effects are held each turn and fire together at Submit instead, in a chosen order.	
CARD_CATALOG	The Rigger	Rare	skill;meta-effect;combo;secret	Cue: swap the wiring of two cards so each card's skill now answers the other card's events.	
CARD_CATALOG	The Lobbyist	Rare	skill;meta-effect;rule;deck-manip;gamble	Extract one rule card from the rules deck into the play deck; its rule stops applying and it gains random pips.	
CARD_CATALOG	The Amendment	Rare	skill;meta-effect;rule;collection	Attach any owned stamp to a rule card in the rules deck.	
CARD_CATALOG	The Loophole	Rare	skill;meta-effect;rule;hazard;gamble	Choose one active town/boss hazard: its effect inverts to benefit the player for this show.	
CARD_CATALOG	The Apprentice	Rare	skill;meta-effect;growth;collection	Blank skill; each show it permanently learns the first effect it observes firing, up to three learned effects.	
CARD_CATALOG	The Accountant	Rare	skill;meta-effect;combo;economy	At payout, before row x column multiplication, shift up to 20% of the larger axis total onto the smaller, costing 2 combo to invoke.	
CARD_CATALOG	The Groundhog	Rare	skill;meta-effect;combo;gamble	Cue, once per show: replay the previous act's entire effect sequence against the current board, same effects and order, targets resolved fresh.	
CARD_CATALOG	The Rewinder	Rare	skill;meta-effect;economy;gamble	Cue: destroy your oldest undo snapshots for bonus points per snapshot destroyed, up to 5 per act.	
CARD_CATALOG	The Surveyor	Rare	skill;meta-effect;movement;formation	While spotlit, your drops resolve to the bottom of the target column instead of on top.	
CARD_CATALOG	The Ghost Writer	Rare	skill;meta-effect;token;growth	Each show start, writes a temporary skill (a copy of an effect that fired last show) onto one blank/prop card; it fades at show end.	
CARD_CATALOG	The Dramaturg	Epic	skill;meta-effect;combo;gamble	Rewrites one card's combo identity so each of its triggers registers a fresh combo key every time this act, instead of only on first activation.	
CARD_CATALOG	The Time Signature	Epic	skill;meta-effect;combo;formation;gamble	Splits Submit: rows score at submit as normal, columns score at the start of the next turn against the board state then; combo persists across the split.	
CARD_CATALOG	The Fourth Wall	Epic	skill;meta-effect;movement;gamble	Once per act, during scoring resolution, pauses the show to allow one grab/place before resolution continues.	
CARD_CATALOG	The Marionette	Epic	skill;meta-effect;prop;movement	Take direct control of one prop for the act: it moves one slot per tick in the chosen direction, and inputs are recorded so replay steers identically.	
CARD_CATALOG	The Convention	Legendary	skill;meta-effect;rule;meta	Enact one new law chosen from a fixed slate of three (e.g. runs wrap King-to-Ace, 4-card poker hands score, discards feed 10% of rank as points); it becomes a permanent rule card for the rest of the run.	
CARD_CATALOG	The Repertoire	Legendary	skill;meta-effect;collection;combo	Holds three skills in one slot; the active one rotates each act, with a cue to rotate early.	
CARD_CATALOG	The Ringmaster	Epic	leader;movement	Leader with no suit or rank; starts in the Grand Entrance, is always grabbable, placeable anywhere uncovered, and remains on the board after submission.	
CARD_CATALOG	The Equestrian	Epic	leader;formation;combo	Leader: melds scored entirely within rows 1-5 get bonus multiplier.	
CARD_CATALOG	The Showman	Epic	leader;economy;secret	Leader: shops offer +1 extra card, and all Gaff/Humbug/fake cards cost nothing to acquire.	
CARD_CATALOG	Joey Grimaldi	Epic	leader;Clown;movement;combo	Leader: once per turn, freely swaps the ranks of any two adjacent cards without spending a cue.	
CARD_CATALOG	The Escapologist	Epic	leader;protection;meta	Leader: free undo becomes 2 per turn, and all debuffs on your cards expire one show sooner.	
CARD_CATALOG	The Tiger Queen	Epic	leader;destruction;growth	Leader: removes the cap on consumption effects (Hippo's 13 limit removed; Tigers/Gluttony rank gains unbounded).	
CARD_CATALOG	The Sibyl	Epic	leader;info;economy	Leader: the top of the draw deck is always revealed, and the first reroll at every shop is free.	
CARD_CATALOG	The Cannon King	Epic	leader;prop;combo	Leader: Fireworks-suit cards may score directly from the Grand Entrance without entering the board.	
CARD_CATALOG	The Sweet Tooth	Epic	leader;growth;status	Leader: all +rank buffs from your effects become permanent instead of per-show.	
CARD_CATALOG	The Costumier	Epic	leader;collection	Leader: all your cards may hold 2 stamps.	
CARD_CATALOG	The Sharpshooter	Epic	leader;combo;gamble	Leader: choose a rank at each show start; cards of that rank score double for the show.	
CARD_CATALOG	The Satirist	Epic	leader;economy;gamble	Leader: shows earn +25% fame, but each town's snub/hazard is one tier harsher.	
CARD_CATALOG	The Juggler King	Epic	leader;prop;combo;persistence	Leader: Balls-suit cards can be re-scored each act as long as at least one Balls card scores every submit.	
CARD_CATALOG	The Conjuror	Epic	leader;token;deck-manip	Leader: once per turn, produce a rank-1 token card of any suit into the Entrance.	
CARD_CATALOG	The Engineer	Epic	leader;gamble;economy	Leader: gamble-tagged cards cost 1 less to acquire and their destruction odds are halved.	
CARD_CATALOG	The Aerialist	Legendary	leader;combo;gamble	Leader: re-scores the topmost meld once per submit, but is destroyed permanently if her column ever fails to score.	
CARD_CATALOG	The Dalang	Legendary	leader;info;combo	Leader: while in play, the player chooses the trigger order of all card effects each scoring pass.	
CARD_CATALOG	The Panorama	Common	consumable;info;meta	Consumable: reveals the type (show/booster/boss) of every node on the world map, but not its contents.	
CARD_CATALOG	The Mitt Camp Reading	Common	consumable;info;gamble	Consumable: pay 1 Gold to receive one true fact about the next 3 nodes.	
CARD_CATALOG	The Raree Box	Common	consumable;info;deck-manip	Consumable: pay 1 Gold to peek at the next 5 cards of the draw deck in order.	
CARD_CATALOG	Snake Oil	Common	consumable;gamble;status	Consumable: gives +3 rank to one card this show, with a seeded 1-in-4 chance of doing nothing.	
CARD_CATALOG	The Showbag	Common	consumable;economy	Consumable pack: gives 4 random Common cards, one guaranteed Concessions-class card.	
CARD_CATALOG	The Ouija Board	Uncommon	consumable;info;secret	Consumable, 3 charges: ask one true/false question about the deck per show, answered truthfully from the seed.	
CARD_CATALOG	Spirit Photo	Uncommon	consumable;gamble;token	Consumable: creates an intangible ghost copy of an owned card that plays for one show at half score, then disappears.	
CARD_CATALOG	The Patch	Uncommon	consumable;protection;hazard	Consumable: cancels one town penalty/hazard rule card before the show starts.	
CARD_CATALOG	Chindon'ya	Uncommon	consumable;economy	Consumable: the next town's fame requirement drops 15%.	
CARD_CATALOG	Hype Poster	Uncommon	consumable;gamble;economy	Consumable: doubles the next show's fame requirement, in exchange for its rewards (pack quality, rarity odds) scaling up two tiers.	
CARD_CATALOG	The Advance Man	Uncommon	consumable;info;meta	Consumable: reveals all fog-of-war nodes within 2 edges of the player's position, including contents.	
CARD_CATALOG	Paper the House	Rare	consumable;protection;economy	Consumable: auto-passes one town's fame check, but grants zero fame and zero rewards from it.	
CARD_CATALOG	The Rat Sheet	Rare	consumable;gamble;economy	Consumable: raises the next Rival Show's difficulty for both players; if both would pass, steals 25% of its fame payout.	
CARD_CATALOG	The Cooler	Rare	consumable;deck-manip;secret	Consumable, once per run: replaces the remaining draw deck with a copy in a chosen order.	
CARD_CATALOG	The Claque	Rare	consumable;economy;gamble	Consumable: raises this show's fame floor to 60% of goal, but costs 1 Gold at every subsequent show forever.	
CARD_CATALOG	Genie's Wish	Rare	consumable;deck-manip;collection	Consumable: choose any card in your deck and create a full copy of it in the Entrance for this show, which becomes permanent in the deck afterward.	
CARD_CATALOG	The Discoverie	Rare	consumable;info;secret	Consumable, 3 uses: reveals every Gaff/fake in play (yours, the shop's, the town's); banned (a crime event) in pious towns.	
CARD_CATALOG	The Tower	Epic	consumable;destruction;gamble	Consumable: destroys an entire column, scoring half the summed base of its cards as flat points.	
CARD_CATALOG	The Wheel	Epic	consumable;random;gamble	Consumable: re-rolls the ranks of every card in one row, seeded.	
CARD_CATALOG	The Hanged Man	Epic	consumable;movement;formation	Consumable: flips the order of one entire stack, bottom becomes top.	
CARD_CATALOG	The Guest Star	Epic	consumable;collection;gamble;event-granted	Consumable: a random Legendary card joins the deck for exactly 3 shows then departs, kept permanently if a hidden condition is met during its stay.	
CARD_CATALOG	Golden Buzzer	Legendary	consumable;protection;meta	Consumable, once per run: skips one town's requirement entirely for an instant win with full rewards.	
CARD_CATALOG	Deus ex Machina	Legendary	consumable;protection;meta	Consumable, once per run: when a show is lost, it is instead won at exactly the goal.	
CARD_CATALOG	The Major Arcana	Legendary	consumable;collection;secret;meta	Consumable series of 22 unique one-shot consumables; collecting all 22 across runs grants a profile reward.	
CARD_CATALOG	The Designated Loser	Common	hazard;gamble;secret	A boss show with a trivial goal that is normally always won, but has a hidden seeded 1-in-1000 chance the goal silently triples mid-show.	
CARD_CATALOG	Lot Lice	Common	hazard;economy	Town hazard: the first submit each show scores 0 fame.	
CARD_CATALOG	Mud Show	Common	hazard;movement;economy	Town hazard: every stack pickup this show costs 1 discard from the deck top.	
CARD_CATALOG	Knifetown's Snub	Uncommon	hazard;prop	Town hazard: Knives-suit effects score nothing here.	
CARD_CATALOG	Hooptown's Snub	Uncommon	hazard;prop	Town hazard: Hoops-suit effects score nothing here.	
CARD_CATALOG	Juggletown's Snub	Uncommon	hazard;prop;status	Town hazard: Balls-suit effects score nothing here, though Juggling statuses still apply.	
CARD_CATALOG	Firetown's Snub	Uncommon	hazard;prop;status	Town hazard: Flames-suit effects score nothing here, and Burning statuses do not multiply.	
CARD_CATALOG	Temperance Town	Uncommon	hazard;economy	Town hazard: Concessions-class cards are disabled and shop prices are doubled.	
CARD_CATALOG	The Fire Marshal	Uncommon	hazard;prop;status	Town hazard: Flames-suit cards cannot score, and any Flames card in the deck is treated as Wax type this show.	
CARD_CATALOG	John Robinson	Uncommon	hazard;economy	Elite hazard: the show is shortened to 2 submits instead of 3, with the goal unchanged.	
CARD_CATALOG	The Hook	Uncommon	hazard;discard	Town hazard: after each submit, the lowest-ranked board card is discarded unless it scored that act.	
CARD_CATALOG	Blowdown	Rare	hazard;discard;random	Weather boss: at show start and each Next, a random seeded Grand Entrance card is discarded.	
CARD_CATALOG	Hey Rube!	Rare	hazard;status;formation	Boss: each submit, every card in the rightmost column gets Exhausted unless an Escape Artist-class card stands in that column.	
CARD_CATALOG	Railroad Jump	Rare	hazard;destruction;meta	Map-edge hazard: traveling this route costs one card, permanently removed from the deck.	
CARD_CATALOG	The Volcano	Rare	hazard;status;formation	Terrain boss: the bottom row of the board is lava; any card ending a turn there gains Burning and loses 1 rank per turn.	
CARD_CATALOG	The Gong	Rare	hazard;gamble	Town hazard: any submit scoring under 25% of goal ends the show immediately.	
CARD_CATALOG	The Prepared Town	Rare	hazard;info;secret	Boss: pre-inspects everything, revealing and disabling all Gaff/Humbug/fake/Masked cards for the show.	
CARD_CATALOG	The Loggione	Rare	hazard;economy	Town hazard: Common cards score nothing here; Legendary cards score triple.	
CARD_CATALOG	Hall of Mirrors	Epic	hazard;secret;formation	Boss: duplicates the board's reflection with fake copies of your cards interleaved into rows; they score 0.	
CARD_CATALOG	The Falling Wall	Epic	hazard;destruction;formation	Boss attack, telegraphed one turn ahead: destroys an entire column except one exact row slot.	
CARD_CATALOG	The Rival Show	Epic	hazard;economy;collection	Recurring boss: a rival plays the town first, raising the goal by 30%; beating it steals one card from the rival's themed deck.	
CARD_CATALOG	The Anarchist	Epic	hazard;rule;secret	Boss: each submit, disables one of your beneficial rule cards for the rest of the show, in an order it chooses.	
CARD_CATALOG	The Marathon	Epic	hazard;persistence;formation	Boss gauntlet: a 3-show run where the board does not fully reset between shows (cards, statuses, and lava persist) and goals stack cumulatively.	
CARD_CATALOG	The Balance	Legendary	hazard;formation;combo;secret	Final-tier boss: cannot be beaten by score; win by ending the show with row total and column total within 10% of each other.	
