eid	origin	source	name	slot	rarity	groups	mechanic	status
E0701	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Persistent spin-buff (Sangmo)	rule			A spin-buff persists as long as the combo continues.	
E0702	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	Pip comparator resolver	rule			A pip resolver/comparator class governs all rank/suit comparisons; card mods are asked first (on_compare_ranks/suits) with numeric fallback.	
E0703	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	Pip-registered scoring methods	rule			Each pip class can register its own static scoring methods as defaults for that pip; pip effects are permanently active, unlike skills.	
E0704	designdocs	DESIGN_DOC.md §8 Rule Deck	Player-editable rule deck	unknown			Metagame idea: the player can modify the ruleset deck during a run by adding or removing default cards.	
E0705	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Poker Crown (unnamed)	skill			When scored, this card and the 4 cards above it are scored together as a poker hand.	
E0706	designdocs	DESIGN_DOC.md §14.4 Rule cards	Poker Evaluator	rule			Performs best-poker-hand evaluation per line.	
E0707	designdocs	DESIGN_DOC.md §18 Rarity, Packs & Collection	Power-sort rarity	unknown			Rarity is determined by how far a base effect has been power-climbed into a stronger version of the same idea (e.g. Hippo to Sin of Gluttony).	
E0708	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	Pre-show challenge dance	rule			Sacrifice a turn to open with an intimidation display that lowers the fame goal.	
E0709	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Presentation	skill			Moving cards into ascending order gives multiplier points.	
E0710	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Press Bribery / Memory Wipe	skill			Extra life: on failing a city, keep going as if the player had won; possibly a straight win if held to the end.	
E0711	designdocs	DESIGN_DOC.md §19 Meta Progression	Prestige meta-shop	unknown			Wins grant prestige currency spent in the Carnival meta-shop on map odds, starting resources, true vision, guaranteed cards/packs, a full unlock reset, or the custom deck editor; spending raises per-show score requirements.	
E0712	designdocs	DESIGN_DOC.md §11 Class list	Producer / Manager class	unknown			Class mechanical focus: token cards — gold/money cards and basic cards.	
E0713	designdocs	DESIGN_DOC.md §10 Suit projectiles v1	Projectile hit/miss bonuses	suit			Gain mult for every hoop passing through an animal or acrobat, every knife missing a stuntsman, every ball hitting a juggler or animal; fire buffs cards it passes through.	
E0714	designdocs	DESIGN_DOC.md §10 Suit projectiles v2 (latest)	Prop-vs-feat suit targeting	suit			Knives reward hitting non-feat (prop) cards, hoops reward hitting feat cards; balls buff feat cards, fire buffs non-feat cards, with balls/fire spreading buffs evenly across the column.	
E0715	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Psycho	skill			An Automaton card plays a card from the deck by itself every Next.	
E0716	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Punch	skill			Beats adjacent cards for points.	
E0717	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Punk / Minimal unlockable decks	unknown			A Punk deck (rule-breaking commons, no Producer class) and a Minimal deck (pips only) as unlockable philosophies.	
E0718	designdocs	DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Quests (TFT-style)	unknown			Extremely random conditions cause permanent effects, emphasizing unlocking; effects upgrade themselves into better versions when conditions are met.	
E0719	designdocs	DESIGN_REFERENCES.md §A6 Japan	Quick-change (Hikinuki)	skill			On scoring, swap this card's stamp with any stamp in reserve.	
E0720	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	Railroad Jump (route hazard)	boss			Traveling a long map edge costs a card from the deck (left behind on the platform).	
E0721	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Random standard suit roster	suit			The standard random suit roster is [Hoop, Knife, Ball, Fire]; Firework is excluded from random rolls and instead rises up its column, banking column score at the top.	
E0722	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Rare (chain)	skill			Doubles the chance of Epic cards appearing.	
E0723	designdocs	DESIGN_DOC.md §18 Rarity, Packs & Collection	Rarity visual tiers	unknown			Different rarities get different borders, shines, and possibly holographic effects.	
E0724	designdocs	DESIGN_DOC.md §11 Skill taxonomy	Removing unwanted cards	unknown			Skill taxonomy category: cards that remove unwanted cards.	
E0725	designdocs	DESIGN_DOC.md §11 Skill taxonomy	Repositioning	unknown			Skill taxonomy category: cards that reposition cards on the board.	
E0726	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Reroll Blessing effect archetype	skill			+1 reroll per game; repeated actions will not repeat the same results for the rest of the game.	
E0727	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Residency mode	unknown			An alternate endless mode where the player stays in one evolving city instead of circling the map.	
E0728	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Resort towns	boss			Lower goals, better shops, no bosses.	
E0729	designdocs	DESIGN_DOC.md §14.2 Stamps	Revealing (Eye)	stamp			Card triggers even when hidden/covered.	
E0730	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Ringmaster	type			No suit/rank; starts in the Entrance; always grabbable; can be placed anywhere uncovered; survives submission.	
E0731	designdocs	DESIGN_DOC.md §11 Classes, Groups & Leaders	Ringmaster leader spec	type			No suit or rank; type starts it in the Entrance; stamp lets it always be picked up and placed anywhere uncovered; skill keeps it on board after submission.	
E0732	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	Roman numeral rank	rank			Cosmetic rank skin; melds identically to a normal rank.	
E0733	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	Rookie growth cards	skill			Rookie commons with growth conditions that upgrade them over time.	
E0734	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Rosin	type			Cards placed on it cannot be picked up again, but score +1 per ring depth when scored.	
E0735	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Rotation re-trigger naming / fail-to-unlock	skill			Re-trigger counts are named as rotations; a card must publicly fail N times before unlocking its true form.	
E0736	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	Route-as-song bonus	rule			Repeating a traveled route pattern 'in the right order' grants a strengthening bonus.	
E0737	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	Route-length achievements	unknown			Achievements for total walked/traveled map distance.	
E0738	designdocs	DESIGN_DOC.md §5 Scoring v2 (dual-axis, latest)	Row-then-column evaluation order	rule			Evaluation proceeds top-down: poker hands are scored first, with each column's run calculated simultaneously as that row resolves; refined to score all rows first, then all lanes simultaneously at that row.	
E0739	designdocs	DESIGN_DOC.md §5 Scoring v2 (dual-axis, latest)	Row x column aggregation	rule			All vertical (column) scores are multiplied together with all horizontal (row) scores at the end of a submit.	
E0740	designdocs	DESIGN_DOC.md §8 Rule Deck	Rule cards as a type	type			Rule cards are not special: they are a card type whose skill is 'always global spotlight'; other types can define 'return to deck X when Y.'	
E0741	designdocs	DESIGN_DOC.md §8 Rule Deck	Rule cards get random pips	rule			Rule cards are given a random suit and rank in case a player ever extracts one into normal play.	
E0742	designdocs	DESIGN_DOC.md §13 Special Decks & Variants	Rules-in-hand deck	unknown			Rule deck is empty; all rules are shuffled into the main deck.	
E0743	designdocs	DESIGN_DOC.md §8 Rule Deck	Rules-in-hand deck variant	unknown			A deck variant where the rule deck is empty and all rules are shuffled into and drawn from the main deck.	
E0744	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Run the monte (thrower)	unknown			Play the monte-thrower role yourself for gold, risking town reputation.	
E0745	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	Séance Night	unknown			Pick the Gaff out of 3 face-down cards for a reward.	
E0746	designdocs	DESIGN_REFERENCES.md §A6 Japan	Sacred juggling (Daikagura)	skill			Balls-suit scoring removes one debuff per juggling meld.	
E0747	designdocs	DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	Satirical Animal Trainer leader	type			Satire angers towns (fame up, town relations down); pigs can mock the Booking.	
E0748	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Sawdust	type			When discarded, leaves a marker on its board slot; the next card placed there gets +points.	
E0749	designdocs	DESIGN_DOC.md §5 Scoring v2 (dual-axis, latest)	Scan deck/discard for scoring	rule			Open idea: scoring could also scan the draw deck and discard pile, not just the board.	
E0750	designdocs	DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Score goal per-layer increment	rule			Score goal increments per match, currently x1.1 per layer.	
E0751	designdocs	DESIGN_DOC.md §2 Core Game Loop v1	Score slots	rule			Score slots on the right score whatever is placed on them and double as free spaces between deck clicks.	
E0752	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	Scripted clown combos	rule			Clown combos are scripted sequences (lazzi) with an end-of-sequence bonus.	
E0753	designdocs	DESIGN_RECOMMENDATIONS.md §1 How I read your design	Searing Knife (adopt)	skill			Column hazard card enables town/boss content around knife scoring.	
E0754	designdocs	DESIGN_DOC.md §14.5 Summary-only cards	Searing Knife (summary)	skill			On score, burns its column, locking it for 2 turns.	
E0755	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	Seasonal crown	unknown			A per-season champion title (Calypso Monarch); extempo joins the verse-duel family.	
E0756	designdocs	DESIGN_DOC.md §11 Act types	Second Act	type			Deck-position type: shows up alone after half the deck has been drawn.	
E0757	designdocs	DESIGN_DOC.md §18 Rarity, Packs & Collection	Secret meld unlocks new rules	skill			Cards can carry secret on-add-to-deck effects that add entirely new rules once discovered.	
E0758	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Self-granted title	stamp			A card names itself Rare, counting as one rarity higher for effect purposes only (not for drop pools).	
E0759	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Seven Pyramid	skill			A 7-card stack formation meld with a huge payout.	
E0760	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Shared charge system	rule			All charge-based effects share one charge system so charges can be gained/lost from any source; unused charges auto-spend on Next.	
E0761	designdocs	DESIGN_DOC.md §16 Economy & Shop	Shop-as-board-buttons	rule			Shops are built out of the game board itself; every button (e.g. reroll) is a tappable card.	
E0762	designdocs	DESIGN_DOC.md §7 Spotlight System	Show-all-active toggle	rule			A half-open-eye QOL toggle pushes stacks apart so every spotlit card is fully visible; disabled while holding a stack.	
E0763	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Sin of Gluttony	skill			Upgraded Hippo: no value cap, can be fed from anywhere including decks, and permanently consumes fed cards.	
E0764	designdocs	DESIGN_RECOMMENDATIONS.md §1 How I read your design	Sliced Reality (reject)	unknown			Changes column count; redundant with ZoneAdder rule cards.	
E0765	designdocs	DESIGN_DOC.md §14.5 Summary-only cards	Sliced Reality (summary)	skill			Splits a column into two, or merges two columns into one.	
E0766	designdocs	DESIGN_DOC.md §18 Rarity, Packs & Collection	Slot-machine pack opening	unknown			Pack opening shows all possible contents in the background, slot-machine styled, with results seed-fixed.	
E0767	designdocs	DESIGN_REFERENCES.md §A10 The Americas	Small-tent starting deck (Carpas)	unknown			A weak starting deck with an underdog-to-star meta arc.	
E0768	designdocs	DESIGN_REFERENCES.md §A10 The Americas	Snake Oil	consumable			A buff that sometimes does nothing (is secretly a Gaff); selling it yourself is an economy event with reputation risk.	
E0769	designdocs	DESIGN_RECOMMENDATIONS.md §5 Stamps	Spangle	stamp			+1 combo whenever this card is part of any meld.	
E0770	designdocs	DESIGN_DOC.md §11 Class list	Special Effects class	unknown			Class mechanical focus: points/combo manipulation.	
E0771	designdocs	DESIGN_DOC.md §15 Map v1 (Minesweeper)	Special map squares	boss			Special squares carry fixed effects, e.g. all 7-value squares are shops; higher ranks are likelier toward the center (probability rings).	
E0772	designdocs	DESIGN_RECOMMENDATIONS.md §2.4 Suits: 4 + specials	Special suits via packs only	suit			Fireworks and Electric are special suits that appear only via packs/effects, never in the base roster, like wild/stone enhancements.	
E0773	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Speedrun endless categories	unknown			Endless-mode rulesets are shipped as speedrun categories (Any%, 100%, Glitchless) with named personal bests.	
E0774	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Spiderweb	skill			1 point per card diagonal to this card, in a cross/X shape.	
E0775	designdocs	DESIGN_REFERENCES.md §A5 China	Spinning-plate buffs	rule			Stackable buffs that decay unless re-triggered.	
E0776	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	Spirit Photo consumable	consumable			Capture a 'ghost copy' of any card for one show.	
E0777	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Sponsorship	rule			A patron funds the tour (gold every show) but stamps ads on cards, imposing a fame tax.	
E0778	designdocs	DESIGN_DOC.md §7 Spotlight System (latest)	Spotlight rebrand	rule			Active state is rebranded Spotlight/Focus: a card is 'in the spotlight' when unblocked/topmost; card text gets an icon marking which effects need spotlight and which don't.	
E0779	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	Stamp as diegetic hat/equipment	stamp			Stamps could be reflavored as an equippable hat or other equipment (shoes, costume), tying into a Costume Designer class.	
E0780	designdocs	DESIGN_DOC.md §7 Spotlight System (implemented)	StampGlobal	stamp			Card's modifiers are active from anywhere, including inside decks.	
E0781	designdocs	DESIGN_DOC.md §7 Spotlight System (implemented)	StampRevealing	stamp			Card's modifiers remain active even while covered (not topmost).	
E0782	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	Status array	rule			CardData carries a status dictionary (effect name -> value) processed by rule cards per effect, as the general mechanism for debuffs.	
E0783	designdocs	DESIGN_DOC.md §14.3 Types	Stone	type			Stubbed material type with no defined effect yet.	
