eid	origin	source	name	slot	rarity	groups	mechanic	status
E0960	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Prepared Town	boss			Pre-inspects everything: all Gaffs and Humbugs are disabled here.	
E0961	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Procession	rule			A moving meld walks one column per turn, collecting +1 from each column it crosses.	
E0962	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Puppet (Bunraku)	skill			A powerful card that only functions with 2+ adjacent supporting cards.	
E0963	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Puszta Five	skill			For one turn, one card straddles all columns, scoring in every column's meld.	
E0964	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Pyramid (Moroccan tumblers)	skill			A formation meld: 3 cards atop 2 atop 1 across adjacent columns.	
E0965	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Radio Dummy	skill			A card whose stated gimmick is nullified by its board context, and which scores anyway.	
E0966	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Rappings	unknown			A 'haunted' node where answers come by knocks; debunking it does not un-haunt the town.	
E0967	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Raree Box	consumable			Peek at the next N cards of the deck for the cost of a gold card.	
E0968	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Rat Sheet	consumable			Raises a Rival Show's difficulty for everyone, but steals part of its fame if both parties pass.	
E0969	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Regurgitator	skill			Swallows up to N cards and can produce them later in any chosen order.	
E0970	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Renaming	unknown			Sideshow class tags upgrade to a better-received class label after a vote event.	
E0971	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Rider	skill			Long rule text hides one small instruction; obeying it doubles the card.	
E0972	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Right to Perform	unknown			A town tries to ban the show: comply for no fame, or resist to fight a hazard show for double fame and permanent town change.	
E0973	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Ringmistress (Queen)	rank			Face-card rename to a troupe role.	
E0974	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	The Rival Show (recurring boss)	boss			Goal score is pre-raised, but beating it steals one of the rival's cards.	
E0975	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Rodeo Clown	skill			When a boss attacks a card, this card redirects the hit to itself.	
E0976	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Rope Trick	unknown			A card exists only in rumor pools and can never drop, until a hidden condition makes it real.	
E0977	designdocs	DESIGN_RECOMMENDATIONS.md §8 Map-layer systems	The Route Book	rule			Pre-run planning UI where the player traces an intended path; deviating from it costs fame.	
E0978	designdocs	DESIGN_RECOMMENDATIONS.md §6 Escape Artist/Stuntsman	The Séance Buster	skill			Reveals all Gaff/Humbug/fake cards on the board; +points per fake revealed.	
E0979	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Scam Booking	unknown			Arrive to find no venue; improvise a show where only commons score, or eat the failure; mirror version lets the player oversell (declare beyond deck) at risk.	
E0980	designdocs	DESIGN_REFERENCES.md §A9 Africa	The School (social circus)	unknown			Converts discarded/junk cards into trained commons between runs.	
E0981	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Scottish Play curse	unknown			Cueing a cursed card by its true name triggers bad luck; a discoverable ritual sequence cleanses it.	
E0982	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Screwjob	unknown			Once per profile, a rule card betrays the player at the worst moment, legally by its own text.	
E0983	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Seed	skill			A rank-1 card gains +1 rank every turn it stays covered.	
E0984	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Sharpshooter (Oakley)	type			Exact-rank effect: choose a rank each show; that rank scores double.	
E0985	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The show must go on (Pagliacci)	skill			+mult while this card carries a debuff.	
E0986	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Showbag	consumable			A cheap grab-bag pack of random commons with one guaranteed sweet item.	
E0987	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Showdown	unknown			Play the same town 'against' a rival's score; the winner takes both crowds.	
E0988	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Shredder	skill			Destroys itself when sold and pays double its price.	
E0989	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Singa Barong	skill			Carries an entire stack's weight; everything above it counts as one card for movement purposes.	
E0990	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Sitter	skill			Rewards a card for remaining atop the same column across multiple shows.	
E0991	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Skipping Tape	unknown			A Gaff that already scored gets exposed retroactively; the player pays back its fame.	
E0992	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Snowstorm	unknown			A board-covering particle finale used as an endless-mode milestone.	
E0993	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Soundcheck	rule			One free non-scoring rehearsal turn at show start: see the board, move once, no submit.	
E0994	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Sphere (Final Venue)	boss			The town itself performs: board-wide visual effects modify play every turn.	
E0995	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Spin (whirling)	skill			A rotating card cycles its rank each turn (1 to King, then wraps to 1).	
E0996	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Spirit Cabinet	skill			Cover this card fully and its column's effects trigger as if spotlit ('by spirits').	
E0997	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Statue	skill			+points each turn it does not move; any movement resets the bonus.	
E0998	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Steelpan	skill			Converts a junk/prop card into a scoring instrument card.	
E0999	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The stick game (Tahtib)	unknown			A light sparring duel node.	
E1000	designdocs	DESIGN_REFERENCES.md §A9 Africa	The Stilt-walker	skill			Remains spotlit even when one card covers it.	
E1001	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Stray Whistle	unknown			A random Entrance card drops early into a random column.	
E1002	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Streak	unknown			Per-card win streaks are tracked on the card itself; fame scales with streak, and a broken streak fires a mourning event.	
E1003	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The String Figure	unknown			Copy a displayed board-pattern with the player's cards for a bonus.	
E1004	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Sweet Tooth (Morrison)	type			All +rank buffs are permanent instead of lasting only one show.	
E1005	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Synthetic Idol	skill			An Automaton whose skill is assembled from fragments of other cards' skills.	
E1006	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The System	skill			A card that 'predicted' whatever just happened (retroactive prophecy bonus); inspecting it reveals the trick and halves the bonus.	
E1007	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Talking Wire	skill			Scores as both Acrobat and Clown class on the same trigger.	
E1008	designdocs	DESIGN_RECOMMENDATIONS.md §6 Fortune Teller	The Tarot Reading	skill			Cue: look at the top 5 cards of the deck and reorder them.	
E1009	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Tent Challenge	unknown			A town champion calls out one of the player's cards for a duel: win for gold, lose a rank.	
E1010	designdocs	DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries	The Three Rings	unknown			Score three separate 5-card rings (rows) in one submit to permanently unlock a third zone rule card.	
E1011	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Throw (ventriloquism)	skill			Cues a card's ability as if it were located in a different column.	
E1012	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Tiger Queen (Stark)	type			Consumption effects have no cap.	
E1013	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Top	skill			Set spinning via cue; keeps scoring a little every turn until it topples after a random duration.	
E1014	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Traceur	skill			Moves across the tops of columns, never entering stacks.	
E1015	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Trance	rule			A card enters trance (acts autonomously, immune to everything) for N turns, then suffers a hard Exhaust.	
E1016	designdocs	DESIGN_RECOMMENDATIONS.md §6 Acrobat	The Triple	skill			If this card ends a run of exactly 3 cards assembled this turn, score it 3x.	
E1017	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Turk	skill			An Automaton card secretly powered by the card hidden beneath it; its power equals the hidden card's rank, and removing that card stops it.	
E1018	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Two Masks	skill			A flip-state card: comedy side buffs neighbors, tragedy side buffs itself; flips every time it scores.	
E1019	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Uncredited Artist	unknown			A hidden signature on the card art that, once found, adds the artist as a playable card.	
E1020	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Unicorn	skill			An Animal Gaff that scores as legendary until any player effect inspects it.	
E1021	designdocs	DESIGN_REFERENCES.md §B1 Aerial & Wire	The Unsanctioned Show	unknown			Performing in a locked/forbidden node grants enormous fame; failing it loses the run's tips.	
E1022	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Vine	stamp			The first time this card would be destroyed by a fall/discard, it stops short and survives (once per tour).	
E1023	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Wedding	unknown			Permanently pair two cards so they always draw together.	
E1024	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The White Elephant War	unknown			A rival offers a White Elephant card (huge points, drains gold); refusing makes the next Rival Show boss harder.	
E1025	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Widow's Succession	rule			When a leader card is destroyed, its partner card inherits the leader slot and one signature power.	
E1026	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Wing Walker	skill			Transfers a card between two moving columns during the Next-phase drop.	
E1027	designdocs	DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Three-box shuffle	skill			Rearrange any 3 adjacent cards' order on cue.	
E1028	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Thrown cards	skill			A Knives/card-throwing crossover card.	
E1029	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Ticket Stub	type			Consumed as currency at shops for a discount; worthless if brought into the Ring.	
E1030	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Till Eulenspiegel deal	unknown			A trickster's deal does exactly what its text says, not what was meant (monkey's-paw style reward).	
E1031	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Tour pre-planning	rule			Players open by planning their tour (choosing which cities to visit); beginners plan small tours, veterans plan longer routes.	
E1032	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Town size score requirements	rule			Small towns vs. big cities carry different score requirements.	
E1033	designdocs	DESIGN_REFERENCES.md §A10 The Americas	Tragedy scoring (Circo criollo)	skill			Drama acts score on failed shows (tragedy sells).	
E1034	designdocs	DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map boss phase	boss			Every few rows features a boss phase, drawable as terrain, with fights possibly restricted to boss phases only.	
E1035	designdocs	DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map choice	rule			Player chooses from the next 3 card options; picking moves them up a tier while keeping the triangle shape; moving left permanently loses the right lanes (and vice versa), the middle loses both outer lanes.	
E1036	designdocs	DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map holes/packs	rule			The triangle can have holes; nodes should contain card packs rather than just single cards.	
E1037	designdocs	DESIGN_DOC.md §5 Scoring	Trigger order	rule			Card effects trigger in order: field effects first, then the deck top-down, then the board left-to-right/top-to-bottom (including the input row), then the discard pile top-down.	
E1038	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Troupe adoption	unknown			Any non-class card gains the current leader's class tag.	
E1039	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Turning the tip	rule			Converts an audience faction into fame; a blow-off is a hidden bonus objective revealed only after clearing a show.	
E1040	designdocs	DESIGN_REFERENCES.md §A11 South America	Two-faction city (Parintins)	boss			Picking a faction on arrival changes the goal, the shop, and who heckles the player.	
E1041	designdocs	DESIGN_DOC.md §3 Board & Zones	Two-zone board (Entrance/Ring)	rule			Board has an upper zone (Grand Entrance, where drawn cards wait) and a lower zone (The Ring, where the board is built).	
E1042	designdocs	DESIGN_DOC.md §8 Rule Deck (implemented)	TypeInput	type			On turn start, passes its held child cards to the paired lower column, then takes a random card from the deck.	
E1043	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	UI-manipulation win con	unknown			Shelved idea: an alt win condition based on manipulating the scoring UI itself (duplicate-or-remove), with no good design found.	
E1044	designdocs	DESIGN_DOC.md §2 Core Game Loop refinements	Undo at outcome screen	rule			Pressing Undo at the win/lose screen dismisses the outcome and rewinds the final Submit.	
