eid	origin	source	name	slot	rarity	groups	mechanic	status
E1240	braindump	gam draft.txt:377	Foot of God card	consumable			Foot of God: can switch locations with any card on screen.	
E1241	braindump	gam draft.txt:680	Forbidden click-to-stack solitaire event	map			A forbidden solitaire variant where you just click cards to stack them into your hand, possibly used for events.	
E1242	braindump	gam draft.txt:450	Fortune teller leader archetype	skill			Fortune teller leader archetype: focuses on deck manipulation.	
E1243	braindump	gam draft.txt:67	Frankenstein card	skill			On submission, this card combines with the bottom and top cards into a 3-card merged stack that remains in the submission zone after scoring.	
E1244	braindump	gam draft.txt:730	Freakshow off-rank cards	rank			Freakshow-class cards do not have normal rank numbers.	
E1245	braindump	gam draft.txt:1423	Free Cell reserve slots	skill			Free Cell-style reserve/free slots that can hold cards (possibly via stacking) and be grabbed anytime.	
E1246	braindump	gam draft.txt:47	FTL-style map with special cards	map			Map is FTL-like; each location is marked by a single special card the player collects, which has special effects.	
E1247	braindump	pokerpatience.txt:11	Full-stack scoring on tall stacks	rule			Scoring a height-10 (or taller) stack scores the entire stack at once.	
E1248	braindump	gam draft.txt:1168	Fun-house-mirror effect modifiers	skill			Fun-house mirrors: skills that modify nearby effects in some way.	
E1249	braindump	random potential effects.csv:5	Future Sight card	skill			See the next 5 cards in the deck.	
E1250	braindump	gam draft.txt:589	Genie wish card	consumable			Genie: make a wish by choosing a card to create a copy of in hand.	
E1251	braindump	gam draft.txt:1331	Gin Rummy early-end scoring	rule			Gin Rummy: a player can end the round early if mostly done with combinations, and is rewarded for having more complete combinations than opponents.	
E1252	braindump	curated effects pre grid.csv:95	Glass type	type			Spotlights cards behind it, but breaks if a heavy-type card passes through it.	
E1253	braindump	gam draft.txt:1270	Global vs ring-local card effects	skill			Grid-based card effects can be scoped as global (all grids) or local to a single ring.	
E1254	braindump	gam draft.txt:1311	Go Fish ask-and-fish rule	rule			Go Fish: ask another player for a rank you hold; if they have it they hand it over, otherwise you draw ('fish') from stock.	
E1255	braindump	random potential effects.csv:4	Goalpost card	skill			Enhances a random viable score type, which changes each game.	
E1256	braindump	random potential effects.csv:7	Gold as money material	type			Gold cards act as money/currency.	
E1257	braindump	gam draft.txt:66	Gold heavy to bottom	type			Gold cards are heavy and always sink to the bottom of the deck.	
E1258	braindump	curated effects pre grid.csv:89	Gold type	type			Sinks to the bottom of stack, heavier than Iron (stops at other heavy cards); costs +2 when traded in at shops.	
E1259	braindump	gam draft.txt:426	Grand Entrance / The Ring zones	rule			Circus rename: upper and lower play zones become 'Grand Entrance' and 'The Ring'.	
E1260	braindump	pokerpatience.txt:36	Grid-creation card owns its zones	skill			When a 5x5 grid-creation card becomes active it creates the 5x5 zone cards it owns; when inactive, its grid of zone cards is removed and any cards it contains are discarded.	
E1261	braindump	pokerpatience.txt:35	Grid-creation rule card	skill			A rule card that, on game start, checks the deck size and adds one 5x5 grid-creation card to the rules deck per 25 cards in the deck.	
E1262	braindump	pokerpatience.txt:6	Grid refill on completion	rule			If a grid is completed with entrance cards remaining, it frees up for another grid and its empty slots are refilled with the remaining cards in their current slot.	
E1263	braindump	gam draft.txt:180	Guarantee early entrance cards	rule			Some way to guarantee that newly chosen cards show up first, or sooner, in the entrance.	
E1264	braindump	gam draft.txt:717	Guaranteed card in pack preview	map			Card packs show at least 1 guaranteed card from the pack in the map preview.	
E1265	braindump	gam draft.txt:376	Hand of God card	consumable			Hand of God: allows moving cards to any location on the board and reordering cards within a deck.	
E1266	braindump	gam draft.txt:507	Hard cap on flush win-con plays	rule			Alt win condition idea: win via 1 flush, but a hard cap exists on total flushes ever playable so it cannot be repeated infinitely.	
E1267	braindump	gam draft.txt:1379	Hearts avoid-scoring rule	rule			Hearts: avoid winning tricks containing hearts (1 point each) or the queen of spades (13 points).	
E1268	braindump	gam draft.txt:1381	Hearts-style negative-suit boss mechanic	boss			Boss mechanic where certain suits cause a meld to score 0 or negative if scored.	
E1269	braindump	gam draft.txt:79	Heavy material	type			Heavy card type sinks to the bottom of the deck.	
E1270	braindump	pokerpatience.txt:11	Height as a 4th coordinate	rule			Stacking cards on top of each other adds a 4th coordinate (height); 5 cards aligned in height complete a scorable line at that height, including a same-x,y stack of 5.	
E1271	braindump	pokerpatience.txt:11	Height diagonal scoring updates nearest corner	rule			A diagonal line across height updates the corner score label closest to the highest height involved, to avoid overlap.	
E1272	braindump	pokerpatience.txt:14	Height removal drops cards above	rule			Removing a card from a height stack causes the cards above it to drop down.	
E1273	braindump	pokerpatience.txt:11	Height scoring triggers only building up	rule			Height-based scoring only triggers when a stack builds upward through a multiple of 5; dropping back down through those intervals does not retrigger scoring.	
E1274	braindump	gam draft.txt:217	Hidden trigger stamp	stamp			Hidden trigger: ability activates even when the card is hidden (covered), unlike default active abilities that need visibility.	
E1275	braindump	gam draft.txt:666	High-score gated progress	meta			Progress is gated behind reaching certain high scores that require luck or complex card play; more complex cards award more points, pushing players toward dynamic decks.	
E1276	braindump	random potential effects.csv:3	Hippo card	skill			When a single card is placed on top of this card, consume it and gain its rank in value (rank wraps around).	
E1277	braindump	curated effects pre grid.csv:2	Hoops	suit			Base suit: when a scored Hoops card is untalented, hoop props (count = rank) sweep the scored row and every skill card the hoop passes through scores again; stacking requires different suit and adjacent rank.	
E1278	braindump	random potential effects.csv:5	Hurricane card	boss			Cards in a donut shape get wet; the hurricane starts at a random category 1-5, moves, and weakens over time.	
E1279	braindump	gam draft.txt:710	Hype mechanic doubles fame requirement	meta			Hype mechanic: choose to double the fame required to defeat the next show in exchange for better goodie odds.	
E1280	braindump	todo.md:274	Hype-wagering system	meta			Planned but unimplemented: a hype/wagering system.	
E1281	braindump	gam draft.txt:1274	Immediate vs delayed row/col scoring	rule			Choice between scoring a completed row/column immediately on completion versus scoring everything at the end; card effects could trigger specifically on completion, rewarding early vs late finishers.	
E1282	braindump	gam draft.txt:650	In-run temporary prestige events	meta			Events can grant temporary prestige points to allocate mid-run instead of only pre-game.	
E1283	braindump	gam draft.txt:1175	Injury clears if unused	rule			An injury stack is lost if the card goes through an act without performing.	
E1284	braindump	gam draft.txt:1028	Injury stacking status	skill			Injury stacking status effect: each injury stack increases the chance a card is permanently removed/retired.	
E1285	braindump	curated effects pre grid.csv:47	Integer numbers (default rank)	rank			Default rank A-K (1-13), possibly extended to -99..99; negative ranks apply a negative status/shader inverting effects and reducing score, while still counting uniquely toward combo.	
E1286	braindump	curated effects pre grid.csv:86	Iron type	type			Sinks to the bottom of any stack, respecting physical weight order.	
E1287	braindump	random potential effects.csv:5	Jenga card	skill			Clicking a non-top card moves it to the top of the next-smallest stack, leaving an empty space; rows may have at most 4 empty spaces and must stay connected, or this card is discarded; empty spaces collapse once inactive.	
E1288	braindump	gam draft.txt:727	King chess card	skill			King: moves like a chess king, never captures (only swaps with adjacent cards), auto-moves out of check from another chess card on any action, and is worth a ton of points if captured by a chess card.	
E1289	braindump	gam draft.txt:1219	Klondike empty-space king rule	rule			Klondike Solitaire: empty tableau spaces can only be filled by a king-headed stack.	
E1290	braindump	gam draft.txt:1218	Klondike reveal-on-move rule	rule			Klondike Solitaire: moving a face-up card off a pile reveals the card beneath as face up.	
E1291	braindump	gam draft.txt:1216	Klondike stacking rule	rule			Klondike Solitaire: tableau stacks opposite color, one rank lower.	
E1292	braindump	curated effects pre grid.csv:108	Kuroko hat	stamp			This card is unseen: does not block Spotlight beneath it and cannot be targeted by effects.	
E1293	braindump	gam draft.txt:1227	La Belle Lucie merci rule	rule			La Belle Lucie: if no moves or redeals remain, one merci move is allowed, shifting a card position up or down by one.	
E1294	braindump	gam draft.txt:1225	La Belle Lucie redeal limit	rule			La Belle Lucie: three tries to win; redeal reshuffles all cards and redistributes in threes.	
E1295	braindump	gam draft.txt:1223	La Belle Lucie stacking rule	rule			La Belle Lucie: only top cards of each pile are playable, moved to foundation or stacked one rank lower, same suit.	
E1296	braindump	gam draft.txt:304	Label/Evident rule-visibility card	skill			A 'Label/Evident' type card announces its ruleset-deck effect as an active effect on the board even when the universal/rules deck itself is not visible.	
E1297	braindump	gam draft.txt:147	Lane loss on lateral movement	map			Moving to the left lane permanently loses access to both right lanes; moving to the middle lane loses both left and right lanes.	
E1298	braindump	gam draft.txt:440	Leader/champion cards	skill			Leader/champion cards start the game already on the board (or entrance) and do not leave on submit.	
E1299	braindump	gam draft.txt:442	Leader flavor debuffs	skill			Optional leader debuffs, e.g. fear of fire/knives preventing placement on fire/knife cards.	
E1300	braindump	todo.md:274	Leaders/acts system	skill			Planned but unimplemented: a leaders/acts system.	
E1301	braindump	gam draft.txt:111	Legal stack ascending/descending, no same suit	rule			Legal stacks are ascending or descending rank order and cannot stack same suit.	
E1302	braindump	gam draft.txt:93	Legal stacks only, harder over time	rule			Only legal stacks can be picked up, and moving stacks becomes more difficult with time.	
E1303	braindump	gam draft.txt:80	Light material	type			Light card type rises to the top of the deck.	
E1304	braindump	random potential effects.csv:4	Lightning card	boss			Lightning strikes the highest-value card on the board, causing a shock effect.	
E1305	braindump	gam draft.txt:1431	Loaned temporary cards	skill			Loaned cards: temporary cards that last only a few rounds (Game of Life reference).	
