id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q0120,This Season's Trend,unanswered,,rule,B9,B - Melds — what counts as a hand,B9 - Per-run meld set,,,,,"Certain abilities, not hands, pay extra this run. (line 835)",generated,"Each run, a few named abilities are trending and score extra whenever they fire","Each run, a few abilities are trending; the trend rotates every town","Each run a few abilities trend, and using a trending ability enough times makes it trend permanently for your profile"
Q0121,Half Joker,unanswered,,skill,B10,B - Melds — what counts as a hand,B10 - Line-length redefinition,,,,,Paid for playing short,balatro,Scores a large multiplier if the scoring line is three cards or fewer,"Scores a large multiplier for any line shorter than five, scaling with how short",Scores a large multiplier if the whole grid holds fewer than ten cards
Q0122,Infinite Deck,unanswered,,rule,B10,B - Melds — what counts as a hand,B10 - Line-length redefinition,,,,,No limit on line length,cryptid,Any number of cards may be selected to score together as one line,"Any number may be selected, but hands longer than five score at a decreasing rate","Any number may be selected, and the Entrance grows by one to match"
Q0123,Rank-merging meld rule,unanswered,,rule,B10,B - Melds — what counts as a hand,B10 - Line-length redefinition,,,,,Longer lines pay disproportionately,todo.md:80,"A line's points are multiplied by its length, from roughly double at five cards up to six times at thirteen","A line's points are multiplied by its length linearly, with no cap","A line's points are multiplied by its length, and lines longer than the grid pay a further bonus"
Q0124,Line Ledger,unanswered,,rule,C1,C - Grid geometry & lines,C1 - Which lines score,,,,,Turns line types on and off,generated,"At show start, choose two of rows, columns, diagonals and height columns; only those score","At show start, one line type is disabled at random and everything else scores double","Each act, one line type is enabled that was not before, so the board opens up over the show"
Q0125,The Long Diagonal,unanswered,,rule,C1,C - Grid geometry & lines,C1 - Which lines score,,,,,Turns a diagonal into a scoring line,generated,"The two long diagonals of each grid score as lines, alongside the rows and columns","The two long diagonals score, and any card sitting on both of them counts twice","Every diagonal of four cards or more scores, not only the two long ones"
Q0126,The Short Ring,unanswered,,skill,C1,C - Grid geometry & lines,C1 - Which lines score,,,,,Grants the short diagonals as lines,generated,The four four-card diagonals of a grid also score as lines,The four four-card diagonals score at half value,"One short diagonal per grid, chosen at show start, scores as a full line"
Q0127,The Puszta Five,unanswered,,skill,C2,C - Grid geometry & lines,C2 - Extra lines granted,,,,,In every column at once,CARD_CATALOG,"Cue, once per show: for one scoring pass this card counts as a member of every column's meld","Cue, once per show: for one scoring pass this card counts as a member of every line's meld, rows and diagonals included","Cue, once per show: for one scoring pass this card counts as a member of the same column in every grid"
Q0128,Stage Fright,unanswered,,rule,C3,C - Grid geometry & lines,C3 - Re-score on disturbance,,,,,Disturbance costs instead of pays,generated,"Rule: disturbing a completed line re-scores it, but the re-score subtracts rather than adds","Rule: disturbing a completed line scores nothing at all, so lines are final once made","Rule: disturbing a completed line re-scores it, and each disturbance halves what that line can ever pay again"
Q0129,The Reprise,unanswered,,skill,C3,C - Grid geometry & lines,C3 - Re-score on disturbance,,,,,Re-fires a line by disturbing it,generated,Cue: lift and replace one card in a completed line to score that line again,"Cue: lift and replace one card to re-score its line, at half value each subsequent time","Any card removed and replaced re-scores its line, with no cue needed and no limit"
Q0130,The Understudy Call,unanswered,,skill,C3,C - Grid geometry & lines,C3 - Re-score on disturbance,,,,,Swaps a card without breaking the line,generated,Cue: swap one card in a completed line for one in the Entrance; the line re-scores with the new card,"Cue: swap one card in a completed line for one in the Entrance, but the line does not re-score",Cue: swap any two cards between two completed lines; both re-score
Q0131,Element boards (ice/water),unanswered,,rule,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,Rows that do not hold still,DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports,Ice rows slide any card placed on them to the end of the column; water rows let cards drift,"One row per grid is ice, sliding any card placed on it to the end of its column","Ice and water rows appear at random per show, and which rows they are is telegraphed before you place"
Q0132,Empty-zone rank buff (mancala effect),unanswered,,rule,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,A cell that raises what lands on it,gam draft.txt:1280,An empty cell shows a bonus and temporarily raises the rank of whatever is placed there,An empty cell shows a bonus and permanently raises the rank of whatever is placed there,"Empty cells accumulate a bonus the longer they stay empty, spent by the next card placed"
Q0133,Free Cell reserve slots,unanswered,,rule,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,A reserve you can reach any time,gam draft.txt:1423,Free reserve cells hold cards outside the grid and can be drawn from at any moment,"Free reserve cells hold cards outside the grid, and cards there still count for class and set bonuses","Free reserve cells hold cards, and a card returning from reserve keeps whatever it gained while there"
Q0134,Sawdust,unanswered,,type,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,"When this card is discarded from the grid, its slot keeps a marker that gives the next card placed there bonus points on its first score",CARD_CATALOG,"When this card leaves a cell, the cell keeps a marker giving the next card placed there bonus points on its first score","When any card leaves a cell, that cell keeps a marker giving the next card placed there bonus points","When this card leaves a cell, the cell is marked permanently and every card ever placed there scores bonus points"
Q0135,Tetris shape-matching bonus tiles,unanswered,,rule,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,Cells that want a shape,gam draft.txt:1417,"Certain cells want a preset tetromino shape placed over them, rotatable, matched by suit or rank, for a bonus","Certain cells want a preset shape placed over them, matched by suit only","Certain cells want a shape that changes each show, and matching it scores the whole shape as a meld"
Q0136,The Butoh Walker,unanswered,,skill,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,Moves one slot automatically every other turn; every slot it leaves permanently grants bonus points to the next card scored there,CARD_CATALOG,"Moves one cell on its own every other turn, and every cell it leaves permanently grants bonus points to the next card scored there","Moves one cell on its own every turn, marking the cell it leaves for the rest of the show only","Moves one cell on its own every other turn, and the cells it has left form a trail that pays out all at once when it completes a loop"
Q0137,Trap card,unanswered,,skill,C4,C - Grid geometry & lines,C4 - Cell modifiers,,,,,A space that is not really there,random potential effects.csv:4,"Creates an extra empty cell; the next card placed there goes beneath this card instead, and the cell vanishes","Creates an extra empty cell that any card may use normally, until this card leaves","Creates an extra empty cell that swallows the next card placed there entirely, removing it from the show"
Q0138,Minesweeper board,unanswered,,rule,C5,C - Grid geometry & lines,C5 - Prefilled cells,,,,,A board you have to uncover,DESIGN_DOC.md §15 Map v1 (Minesweeper),"The deck is laid out face down; only cards adjacent to a revealed one may be clicked, and clicking fights for that card and reveals its neighbours","The deck is laid face down; clicking any card reveals it, and the board is won by uncovering everything",The deck is laid face down with hazards hidden among it; adjacent cards show how many hazards surround them
Q0139,Minesweeper bomb-prefilled grid,unanswered,,rule,C5,C - Grid geometry & lines,C5 - Prefilled cells,,,,,Bombs under the grid,gam draft.txt:1437,"Grids start with hidden bombs; numbered cells show how many are adjacent, and placing on a bomb lowers that card's value","Grids start with hidden bombs; numbered cells show how many are adjacent, and placing on a bomb destroys the card",Grids start with hidden bombs you may defuse by completing a line through them
Q0140,Null,unanswered,,type,C5,C - Grid geometry & lines,C5 - Prefilled cells,,,,,"Junk material inserted by hazards: occupies a slot, scores nothing, and melds nothing",CARD_CATALOG,"Junk inserted by hazards: it fills a cell, scores nothing and melds nothing","Junk inserted by hazards: it fills a cell and melds nothing, and can only be cleared by a line completing around it","Junk inserted by hazards: it fills a cell, melds nothing, and drags its whole line's score to zero"
Q0141,Spaceship card,unanswered,,skill,C5,C - Grid geometry & lines,C5 - Prefilled cells,,,,,Can be placed off the board,random potential effects.csv:3,May be placed in an otherwise illegal off-grid cell,"May be placed in an off-grid cell, where it counts toward every line's meld but cannot be targeted","May be placed off-grid, and creates a new legal cell there that any card can later use"
Q0142,Mobile pageant zone,unanswered,,rule,C6,C - Grid geometry & lines,C6 - Grid shape change,,,,,A zone that will not stay put,DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe,One column relocates each turn,"One column relocates each turn, carrying its cards with it","One cell of the grid relocates each turn, leaving a hole where it was"
Q0143,Non-5x5 ring layouts with hazards,unanswered,,rule,C6,C - Grid geometry & lines,C6 - Grid shape change,,,,,Grids that are not five by five,gam draft.txt:1273,"Alternative grid layouts that are not 5x5, some pre-filled with cards or hazards","Alternative grid layouts that are not 5x5, with line length adjusting to the layout","Alternative grid layouts chosen per town, so the shape of the board is part of the venue"
Q0144,Sliced Reality (summary),unanswered,,skill,C6,C - Grid geometry & lines,C6 - Grid shape change,,,,,"Splits a column, or welds two together",DESIGN_DOC.md §14.5 Summary-only cards,"Splits one column into two, or merges two columns into one","Splits one column into two, or merges two into one, once per show","Splits one column into two or merges two into one, and the affected cards redistribute rather than being discarded"
Q0145,Cross-grid row expansion setting,unanswered,,rule,C7,C - Grid geometry & lines,C7 - Cross-grid lines,,,,,"Grids grow together, or apart",pokerpatience.txt:18,"Setting: when one grid's rows spread apart to make room for height, every other grid spreads too","Setting: only the grid that grew spreads, and the others stay compact","Setting: grids spread together, and a line can then run across grids at the same height"
Q0146,Rows spanning multiple grids,unanswered,,rule,C7,C - Grid geometry & lines,C7 - Cross-grid lines,,,,,Lines that run across grids,gam draft.txt:1264,"Rows may run across multiple grids at the same y, scoring as one long line","Rows may run across grids at the same y, scoring as one line but only if every grid contributes","Rows may run across grids, and such a line scores separately from each grid's own row"
Q0147,Strike the Set,unanswered,,skill,C8,C - Grid geometry & lines,C8 - Grid count manipulation,,,,,Closes a grid down,generated,Cue: close one grid; its cards are discarded and the show's goal drops proportionally,Cue: close one grid; its cards return to the deck and the goal is unchanged,Cue: close one grid and its cards are dealt into the remaining grids' empty cells
Q0148,The Fourth Ring,unanswered,,rule,C8,C - Grid geometry & lines,C8 - Grid count manipulation,,,,,Opens another grid,generated,Unlocks one additional grid for this show only,Unlocks one additional grid permanently for the rest of the run,"Unlocks one additional grid, and the show's goal rises by the fraction it adds"
Q0149,The Merger,unanswered,,skill,C8,C - Grid geometry & lines,C8 - Grid count manipulation,,,,,Welds two grids into one,generated,"Cue: merge two adjacent grids into one wider grid, so its rows are ten cards long","Cue: merge two adjacent grids, and lines in the merged grid need seven cards rather than five","Cue: merge two adjacent grids, overlaying them so cards land on top of each other as height"
Q0150,Per-ring independent entrances,unanswered,,rule,C9,C - Grid geometry & lines,C9 - Commitment rules,,,,,Every grid has its own Entrance,gam draft.txt:1268e,"Each grid holds its own five-card Entrance, playable in any order between grids","Each grid holds its own Entrance, but only one may be played from per turn","Each grid holds its own Entrance, and cards may be swapped between them at a cost"
Q0151,Trigger cross-ring effects while placing,unanswered,,rule,C9,C - Grid geometry & lines,C9 - Commitment rules,,,,,Trigger elsewhere while you place here,gam draft.txt:1271,Effects in other grids may be triggered while placing into the committed grid,"Effects in other grids may be triggered while placing, but only once per refresh",Effects in other grids fire automatically when a line completes in the committed grid
Q0152,Fairy Floss,unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,"When scored, gives +1 rank to all orthogonally adjacent cards for the rest of the show",CARD_CATALOG,"When this card scores, every orthogonally adjacent card gains +1 rank for the rest of the show","When this card is placed, every orthogonally and diagonally adjacent card gains +1 rank permanently","When this card scores, every card in the 3x3 around it gains +1 rank for the rest of the show"
Q0153,Misdirection,unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,"While spotlit, the topmost covered card in each adjacent column is also treated as spotlit",CARD_CATALOG,"While spotlit, the topmost covered card in each adjacent column also counts as spotlit","While spotlit, every covered card in this card's own column also counts as spotlit","While spotlit, the card directly beneath this one also counts as spotlit"
Q0154,Mr. Punch,unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,"Each act, gains points for every orthogonally adjacent card debuffed or destroyed",CARD_CATALOG,"Each act, gains points for every orthogonally adjacent card that is debuffed or destroyed","Each act, gains points for every debuffed or destroyed card anywhere in its grid",Gains +1 permanent rank each time an orthogonally adjacent card is destroyed
Q0155,Neighbor-type value bonus (3-Ring Circus),unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,Cares who is beside it,gam draft.txt:1445,Gains value based on the types of the cards to its left and right,Gains value based on the types of all four orthogonal neighbours,"Gains value based on how many distinct types surround it, in all eight directions"
Q0156,Punch,unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,Hits what is next to it,DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe,Scores points for each adjacent card it beats in rank,"Scores points for each adjacent card it beats in rank, and knocks the lowest one out of the grid","Scores points for each adjacent card it beats, doubled if it beats all four"
Q0157,Spiderweb,unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,"When scored, gains +1 point per card diagonally adjacent to it",CARD_CATALOG,"On scoring, gains +1 point per diagonally adjacent card","On scoring, gains +1 point per card on both full diagonals running through its cell","On scoring, gains +1 point per diagonally adjacent card, doubled if all four diagonals are occupied"
Q0158,The Courier,unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,"While spotlit, this card counts as a member of both its own column's and the adjacent column's melds",CARD_CATALOG,"While spotlit, this card counts in both its own column's melds and the adjacent column's","While spotlit, this card counts in the melds of every line that passes within one cell of it","While spotlit, this card counts in both its own column's and its own row's melds twice over"
Q0159,The Puppet (Bunraku),unanswered,,skill,C10,C - Grid geometry & lines,C10 - Adjacency effects,,,,,Needs hands to work it,DESIGN_REFERENCES.md §A6 Japan,A powerful card that only functions while two or more adjacent cards support it,"A powerful card that only functions while two adjacent cards support it, scaling with how many do","A powerful card that needs two supporters, and its supporters score as well when it does"
Q0160,The Giant,unanswered,,skill,C11,C - Grid geometry & lines,C11 - Region / shape effects,,,,,Takes up four cells,"DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street","Occupies a two-by-two footprint, and stays active only while adjacent crew cards support it",Occupies a two-by-two footprint and counts in every line it touches,"Occupies a two-by-two footprint, counts in every line it touches, and collapses if any supporting neighbour leaves"
Q0161,Hunting Season,unanswered,,skill,C12,C - Grid geometry & lines,C12 - Coordinate effects,,,,,Kills the middle one,cryptid,"If a line scores with exactly three cards, the centre card is destroyed afterwards","If a line scores with exactly three cards, the centre card is destroyed and this card takes its rank","The centre cell of any scoring line is destroyed afterwards, whatever the line's length"
Q0162,Performance Rings,unanswered,,rule,C12,C - Grid geometry & lines,C12 - Coordinate effects,,,,,Depth is worth more,DESIGN_DOC.md §5 Scoring,"Score zones by board depth: rows 1 to 5 score at 1x, rows 6 to 10 at 2x, rows 11 to 15 at 3x, and so on","Score zones by board depth, with the multiplier applying only to the column score, not the row",Score zones by height rather than row: every five levels of stack height multiplies that stack's score by one more
Q0163,Ring Column,unanswered,,rule,C12,C - Grid geometry & lines,C12 - Coordinate effects,,,,,One per column: adds one grid column at game creation; its rank equals which column it is,CARD_CATALOG,"One per column: adds a grid column at game creation, its rank equal to which column it is","One per column: adds a grid column at game creation, and can be destroyed mid-run to remove that column",One per column: adds a grid column whose cells all carry a bonus matching the column's rank
Q0164,Sliced Bread,unanswered,,skill,C12,C - Grid geometry & lines,C12 - Coordinate effects,,,,,"On submission, if a same-suit card sits lower in this card's stack, gain a point per card between them",CARD_CATALOG,"On scoring, gain a point for each card lying between this card and the nearest same-suit card lower in its stack","On scoring, gain a point for each card between this one and the nearest same-suit card anywhere in its line","On scoring, gain a point for each card between this one and every same-suit card in its line, counting each pair"
Q0165,Escaramuza,unanswered,,skill,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,"When the grid's column heights read the same left-to-right as right-to-left at scoring, gain bonus multiplier on the act",CARD_CATALOG,"If the grid's column heights read the same left to right as right to left when a line scores, the act gains a large multiplier","While the grid's column heights read the same in both directions, every line scored pays double",Any line whose ranks read the same forwards as backwards pays double
Q0166,Sudoku-rule grid bonus,unanswered,,rule,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,Sudoku on the grid,gam draft.txt:1435,"If the ranks on a grid satisfy sudoku constraints, the grid scores a bonus","If any row, column or block satisfies sudoku constraints, that line scores a bonus","If no rank repeats in any row or column of a grid, that grid scores a bonus scaling with how full it is"
Q0167,The Hammer,unanswered,,rule,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,Half the ranks are dead,cryptid,Boss: every odd-ranked card is debuffed,"Boss: every card of one parity is debuffed, and which parity flips each act","Boss: every odd-ranked card is debuffed, and every even-ranked card scores double"
Q0168,The Junk Orchestra,unanswered,,skill,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,"Scores by position, not by rank",DESIGN_REFERENCES.md §G The Modern Era,Skill-less cards score by their positional pattern rather than their ranks,"Skill-less cards score by positional pattern, paying more the more regular the pattern is","Skill-less cards score by positional pattern, and matching a pattern named at show start pays double"
Q0169,The Kickline,unanswered,,skill,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,A pattern across the tops of the columns,CARD_CATALOG,"When the top cards of all five columns share a suit at scoring, the row above them scores again","When the top cards of all five columns share a suit, every line through them scores again","When the top cards of all five columns form any poker hand, that hand scores as a sixth line"
Q0170,The Pyramid,unanswered,,skill,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,A staircase of stacks,CARD_CATALOG,"Formation: three adjacent columns holding stacks of exactly 3, 2 and 1 score a bonus meld","Formation: any three adjacent columns whose heights descend by one score a bonus meld, scaling with the height they start from",Formation: any run of columns whose heights ascend or descend by one scores a bonus meld per column involved
Q0171,The Repulsor,unanswered,,rule,C13,C - Grid geometry & lines,C13 - Parity & pattern,,,,,Only the ends of the row fire,cryptid,Boss: only the first and last card of each line trigger; everything between does nothing,"Boss: only the first and last card of each line trigger, and they trigger twice",Boss: only the centre card of each line triggers
Q0172,Callback,unanswered,,skill,C14,C - Grid geometry & lines,C14 - Placement order & history,,,,,Reaches back a fixed number of turns,generated,"Cue: re-trigger whatever card you placed three turns ago, wherever it is now",Cue: re-trigger whatever card you placed on the previous turn,Cue: name a turn number; re-trigger the card you placed on that turn this show
Q0173,The Opener,unanswered,,skill,C14,C - Grid geometry & lines,C14 - Placement order & history,,,,,Remembers what went first,generated,Scores a bonus equal to the rank of the first card you placed this act,Scores a bonus equal to the rank of the first card placed in its own line,"The first card placed each act is spotlit for the whole act, wherever it sits"
Q0174,The Running Order,unanswered,,skill,C14,C - Grid geometry & lines,C14 - Placement order & history,,,,,"Reads the sequence, not the position",generated,Scores a bonus if the cards in its line were placed in ascending rank order,"Scores a bonus if the cards in its line were placed in any strictly ordered sequence, ascending or descending","Scores a bonus per card in its line that was placed in order, so a partly ordered line still pays"
Q0175,The Understudy List,unanswered,,rule,C14,C - Grid geometry & lines,C14 - Placement order & history,,,,,Placement order is recorded and readable,generated,"Rule: the order cards were placed in is tracked and shown, and effects may read it","Rule: placement order is tracked but hidden, and only specific effects may read it","Rule: placement order is tracked, and the last three placements are always visible on the board"
Q0176,The Diagonal Company,unanswered,,rule,C15,C - Grid geometry & lines,C15 - Adjacency topology,,,,,Only diagonals count as adjacent,generated,Rule: adjacency is diagonal only; orthogonal neighbours do not count as adjacent,"Rule: adjacency is diagonal only for effects, but lines still score orthogonally","Rule: adjacency is diagonal only, and which it is flips each act"
Q0177,The Joined Tents,unanswered,,rule,C15,C - Grid geometry & lines,C15 - Adjacency topology,,,,,Grids touch at their edges,generated,Rule: the rightmost column of each grid is adjacent to the leftmost column of the next,"Rule: grids are adjacent at their edges, and a line may cross that seam",Rule: grids are adjacent at their edges only while both are more than half full
Q0178,The Long Reach,unanswered,,stamp,C15,C - Grid geometry & lines,C15 - Adjacency topology,,,,,Counts distant cells as adjacent,generated,This card treats every cell in its own row and column as adjacent to it,This card treats every cell within two steps as adjacent to it,This card treats the mirrored cell across the grid's centre as adjacent to it
Q0179,The Round Ring,unanswered,,rule,C15,C - Grid geometry & lines,C15 - Adjacency topology,,,,,The grid wraps,generated,"Rule: the grid's left and right edges are adjacent, so rows wrap around","Rule: all four edges wrap, so the grid is a torus and every cell has four neighbours","Rule: the edges wrap, and a line that uses the wrap scores double"
Q0180,Accordion pile-combining rule,unanswered,,rule,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,Piles that combine at a distance,gam draft.txt:1196,Stacks whose top cards match may combine if they are adjacent or exactly three apart,"Stacks whose top cards match may combine if they are adjacent, three apart, or five apart","Stacks whose top cards match may combine at any distance, but only along a row"
Q0181,Any card placeable on this card,unanswered,,skill,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,Anything can go on top of it,gam draft.txt:223,"Any card may be placed on top of this one, whatever the stacking rules say","Any card may be placed on top of this one, and doing so scores this card immediately","Any card may be placed on top of this one, and this card takes the suit of whatever lands there"
Q0182,Canfield tableau stacking rule,unanswered,,rule,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,"Descending, alternating colour",gam draft.txt:1206,"Stacks build one rank lower and in the opposite colour, and a whole legal stack moves as one","Stacks build one rank lower in the opposite colour, and only single cards may be moved","Stacks build one rank lower in any suit but the same one, and a whole legal stack moves as one"
Q0183,Devil's Grip +3 rank stacking,unanswered,,rule,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,Stack by threes,gam draft.txt:1425,"Stacking requires a rank exactly three higher, with the starting row deciding the sequence",Stacking requires a rank exactly three higher or three lower,"Stacking requires a fixed rank gap named at run start, the same gap for the whole run"
Q0184,Jumbo,unanswered,,skill,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,"Heavy: no cards may be placed on this card, but it can be placed on anything; scores bonus points per card beneath it when scored",CARD_CATALOG,"Nothing may be placed on this card, though it may be placed on anything; scores bonus points per card beneath it",Nothing may be placed on this card and it may only go on an empty cell; it scores triple,Nothing may be placed on this card; it scores bonus points per card in its whole column
Q0185,Klondike empty-space king rule,unanswered,,rule,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,Only a king opens an empty cell,gam draft.txt:1219,An empty cell can only be filled by a stack headed by the highest rank,"An empty cell can only be filled by a stack headed by the highest rank, or by a single card of any rank",An empty cell can be filled by a stack headed by any face card
Q0186,OG Placer,unanswered,,rule,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,Default placement legality: a stack may be placed where the join continues a legal run without same-suit contact,CARD_CATALOG,Default placement legality: a stack lands where the join continues a legal run without same-suit contact,"Default placement legality: a stack lands anywhere, and an illegal join simply scores nothing","Default placement legality: a stack lands where the join is adjacent in rank, whatever the suits"
Q0187,Rosin,unanswered,,type,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,"Cards placed onto this card cannot be picked up again, but score +1 bonus per level deeper than they stand",CARD_CATALOG,"Cards placed on this one can never be lifted again, but score +1 for each level they sit above it","Cards placed on this one can never be lifted again, and score double","Cards placed on this one can be lifted only by paying a charge, and score +1 per level above it"
Q0188,The Grip,unanswered,,skill,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,The bottom card legalises the pile,DESIGN_REFERENCES.md §B1 Aerial & Wire,"The bottom card of a stack makes everything above it legal, whatever the stacking rules say","The bottom card of a stack makes everything directly above it legal, one card only","The bottom card legalises the whole stack, and the stack cannot be broken up afterwards"
Q0189,The Mighty Atom,unanswered,,skill,D1,D - Height — the fourth coordinate,D1 - Stacking legality,,,,,"Small, and holds up anything",DESIGN_REFERENCES.md §B3 Strength & Endurance,"A rank-3 card that can legally hold any stack above it, whatever the stacking rules","A rank-3 card that can hold any stack above it, and scores per card it is holding","A low-ranked card that can hold any stack, and the lower its rank the more it scores for doing so"
Q0190,OG Grabber,unanswered,,rule,D2,D - Height — the fourth coordinate,D2 - Pickup legality,,,,,Default grab legality: a stack may be picked up if it is an ascending or descending run with no two same-suit cards adjacent,CARD_CATALOG,Default grab legality: a stack lifts if it is an ascending or descending run with no two same-suit cards touching,"Default grab legality: any stack lifts, and legality is checked only when it is put down",Default grab legality: a stack lifts if every card in it shares a suit or every card in it shares a rank
Q0191,Ringmaster's Grip,unanswered,,stamp,D2,D - Height — the fourth coordinate,D2 - Pickup legality,,,,,"This card and the stack it heads can always be picked up, regardless of stack legality",CARD_CATALOG,"This card and the stack it heads can always be picked up, whatever the stacking rules say","This card and the stack it heads can always be picked up, and can always be put down anywhere","Any stack containing this card can always be picked up, even from underneath it"
Q0192,The Acrobat,unanswered,,skill,D2,D - Height — the fourth coordinate,D2 - Pickup legality,,,,,This card can be grabbed even while covered; the cards above cascade down one slot,CARD_CATALOG,This card can be grabbed while covered; the cards above it cascade down one slot,"This card can be grabbed while covered, taking the cards above it along as a stack",Any card can be grabbed while covered while this one is on the grid; the cards above cascade down
Q0193,Carrier-stacking bonus points,unanswered,,skill,D3,D - Height — the fourth coordinate,D3 - Height-line scoring,,,,,Tricks on top of other performers,gam draft.txt:1054,A skill card stacked on another skill card scores bonus points for both,A skill card stacked on another skill card scores bonus points scaling with the stack's height,"A skill card stacked on another scores bonus points, and the carrier also fires its own skill again"
Q0194,Chair stack,unanswered,,skill,D3,D - Height — the fourth coordinate,D3 - Height-line scoring,,,,,Paid by the tallest stack,DESIGN_REFERENCES.md §A5 China,Gains a multiplier per card in the tallest column on its grid,Gains a multiplier per card in its own column,"Gains a multiplier per card in the tallest column of any grid, counting across all of them"
Q0195,Mallakhamb Pole,unanswered,,skill,D3,D - Height — the fourth coordinate,D3 - Height-line scoring,,,,,"While spotlit, every card in this card's column gains bonus points per row of column height when the column scores",CARD_CATALOG,"While spotlit, every card in this card's column gains bonus points per level of column height when that column scores","While spotlit, this card scores its rank once for every level of height beneath it","While spotlit, a height line completed in this card's column scores twice"
Q0196,Poker Crown,unanswered,,skill,D3,D - Height — the fourth coordinate,D3 - Height-line scoring,,,,,"When scored, this card and the 4 cards directly above it in its column stack are also evaluated as a poker hand, once",CARD_CATALOG,"When this card scores, it and the four cards directly above it in its stack are also read as a poker hand, once","When this card scores, it and the four cards directly above it are read as a poker hand every time, not just once","When this card scores, the five cards nearest it in any straight line, including diagonals, are also read as a poker hand"
Q0197,The Backlift,unanswered,,skill,D3,D - Height — the fourth coordinate,D3 - Height-line scoring,,,,,Paid by what is piled on it,DESIGN_REFERENCES.md §B3 Strength & Endurance,Scores extra per card currently stacked on top of this one,"Scores extra per card stacked on top, doubled if it is the bottom of its stack","Scores extra per card stacked on top, and the whole stack scores with it"
Q0198,Collapse,unanswered,,consumable,D4,D - Height — the fourth coordinate,D4 - Compaction,,,,,Brings a whole column down,generated,"Consumable: every stack on one grid compacts to the floor at once, scoring each card that falls","Consumable: every stack on one grid compacts to the floor, scoring nothing","Consumable: one stack collapses entirely, and its cards spread into the nearest empty cells"
Q0199,Dead Weight,unanswered,,rule,D4,D - Height — the fourth coordinate,D4 - Compaction,,,,,What happens to the pile above,generated,Rule: removing a card drops everything above it down one level,Rule: removing a card leaves a gap in the stack that only another card can fill,"Rule: removing a card drops everything above it, and each card that falls scores its rank"
Q0200,The Scaffold,unanswered,,skill,D4,D - Height — the fourth coordinate,D4 - Compaction,,,,,Holds the stack up,generated,"While this card is anywhere in a stack, removing a card from that stack leaves the rest suspended","While this card is at the bottom of a stack, that stack never compacts","While this card is in a stack, cards above a removal fall two levels instead of one"
Q0201,The Tire Trick,unanswered,,skill,D4,D - Height — the fourth coordinate,D4 - Compaction,,,,,"Hidden in the stack, gone when it is taken apart. (line 975)",generated,"While buried, this card is safe from everything; dismantling the stack removes it from play, and rebuilding the stack brings it back","While buried, this card is safe from everything; dismantling the stack destroys it permanently","While buried it is safe and scores nothing; dismantling the stack removes it, and it returns with a bonus when the stack is rebuilt to the same height"
Q0202,Air,unanswered,,type,D5,D - Height — the fourth coordinate,D5 - Position-in-stack rules,,,,,"Whenever this card's stack changes, it automatically moves to the top of that stack",CARD_CATALOG,"Whenever its stack changes, this card rises to the top of that stack",This card can never be covered: a card placed on it goes underneath it instead,"At each Entrance refresh this card rises one position in its stack, reaching the top over time rather than at once"
